,Word,Lemma,POSTag,Shape
134,incorporates,incorporate,VBZ,xxxx
135,the,the,DT,xxx
136,usual,usual,JJ,xxxx
137,cost,cost,NN,xxxx
138,increases,increase,NNS,xxxx
139,associated,associate,VBN,xxxx
140,with,with,IN,xxxx
141,the,the,DT,xxx
142,open,open,JJ,xxxx
143,enrollment,enrollment,NN,xxxx
144,season,season,NN,xxxx
145,"
","
",_SP,"
"
146,I,-PRON-,PRP,X
147,will,will,MD,xxxx
148,now,now,RB,xxx
149,highlight,highlight,VB,xxxx
150,the,the,DT,xxx
151,drivers,driver,NNS,xxxx
152,of,of,IN,xx
153,each,each,DT,xxxx
154,segment,segment,NN,xxxx
155,'s,'s,POS,'x
156,operating,operating,NN,xxxx
157,performance,performance,NN,xxxx
158,"
","
",_SP,"
"
159,Led,lead,VBN,Xxx
160,by,by,IN,xx
161,individual,individual,JJ,xxxx
162,Medicare,Medicare,NNP,Xxxxx
163,Advantage,Advantage,NNP,Xxxxx
164,",",",",",",","
165,our,-PRON-,PRP$,xxx
166,Retail,retail,JJ,Xxxxx
167,segment,segment,NN,xxxx
168,continues,continue,VBZ,xxxx
169,to,to,TO,xx
170,significantly,significantly,RB,xxxx
171,exceed,exceed,VB,xxxx
172,our,-PRON-,PRP$,xxx
173,expectations,expectation,NNS,xxxx
174,"
","
",_SP,"
"
175,And,and,CC,Xxx
176,today,today,NN,xxxx
177,",",",",",",","
178,we,-PRON-,PRP,xx
179,raised,raise,VBD,xxxx
180,our,-PRON-,PRP$,xxx
181,full,full,JJ,xxxx
182,year,year,NN,xxxx
183,2017,2017,CD,dddd
184,Retail,retail,JJ,Xxxxx
185,segment,segment,NN,xxxx
186,pre,pre,JJ,xxx
187,-,-,JJ,-
188,tax,tax,JJ,xxx
189,income,income,NN,xxxx
190,target,target,NN,xxxx
191,by,by,IN,xx
192,approximately,approximately,RB,xxxx
193,$,$,$,$
194,300,300,CD,ddd
195,million,million,CD,xxxx
196,at,at,IN,xx
197,the,the,DT,xxx
198,midpoint,midpoint,NN,xxxx
199,of,of,IN,xx
200,the,the,DT,xxx
201,guidance,guidance,NN,xxxx
202,range,range,NN,xxxx
203,"
","
",_SP,"
"
204,Consistent,consistent,JJ,Xxxxx
205,with,with,IN,xxxx
206,the,the,DT,xxx
207,early,early,JJ,xxxx
208,indicators,indicator,NNS,xxxx
209,we,-PRON-,PRP,xx
210,saw,see,VBD,xxx
211,in,in,IN,xx
212,the,the,DT,xxx
213,first,first,JJ,xxxx
214,quarter,quarter,NN,xxxx
215,",",",",",",","
216,individual,individual,JJ,xxxx
217,MA,MA,NNP,XX
218,medical,medical,JJ,xxxx
219,utilization,utilization,NN,xxxx
220,trends,trend,NNS,xxxx
221,",",",",",",","
222,including,include,VBG,xxxx
223,hospital,hospital,NN,xxxx
224,admissions,admission,NNS,xxxx
225,and,and,CC,xxx
226,pharmacy,pharmacy,NN,xxxx
227,spend,spend,NN,xxxx
228,",",",",",",","
229,are,be,VBP,xxx
230,running,run,VBG,xxxx
231,favorably,favorably,RB,xxxx
232,relative,relative,JJ,xxxx
233,to,to,IN,xx
234,our,-PRON-,PRP$,xxx
235,pricing,pricing,NN,xxxx
236,assumptions,assumption,NNS,xxxx
237,",",",",",",","
238,and,and,CC,xxx
239,we,-PRON-,PRP,xx
240,are,be,VBP,xxx
241,seeing,see,VBG,xxxx
242,better,well,JJR,xxxx
243,-,-,HYPH,-
244,than,than,IN,xxxx
245,-,-,HYPH,-
246,anticipated,anticipate,VBN,xxxx
247,prior,prior,JJ,xxxx
248,period,period,NN,xxxx
249,medical,medical,JJ,xxxx
250,claims,claim,NNS,xxxx
251,development,development,NN,xxxx
252,"
","
",_SP,"
"
253,We,-PRON-,PRP,Xx
254,'re,be,VBP,'xx
255,also,also,RB,xxxx
256,experiencing,experience,VBG,xxxx
257,higher,high,JJR,xxxx
258,-,-,HYPH,-
259,than,than,IN,xxxx
260,-,-,HYPH,-
261,expected,expect,VBN,xxxx
262,revenue,revenue,NN,xxxx
263,on,on,IN,xx
264,a,a,DT,x
265,per,per,NN,xxx
266,member,member,NN,xxxx
267,per,per,IN,xxx
268,month,month,NN,xxxx
269,basis,basis,NN,xxxx
270,"
","
",_SP,"
"
271,Accordingly,accordingly,RB,Xxxxx
272,",",",",",",","
273,we,-PRON-,PRP,xx
274,reduced,reduce,VBD,xxxx
275,our,-PRON-,PRP$,xxx
276,projected,project,VBN,xxxx
277,full,full,JJ,xxxx
278,year,year,NN,xxxx
279,benefit,benefit,NN,xxxx
280,ratio,ratio,NN,xxxx
281,for,for,IN,xxx
282,the,the,DT,xxx
283,Retail,retail,JJ,Xxxxx
284,segment,segment,NN,xxxx
285,by,by,IN,xx
286,a,a,DT,x
287,full,full,JJ,xxxx
288,100,100,CD,ddd
289,basis,basis,NN,xxxx
290,points,point,NNS,xxxx
291,from,from,IN,xxxx
292,our,-PRON-,PRP$,xxx
293,previous,previous,JJ,xxxx
294,guidance,guidance,NN,xxxx
295,"
","
",_SP,"
"
296,Turning,turn,VBG,Xxxxx
297,to,to,IN,xx
298,our,-PRON-,PRP$,xxx
299,other,other,JJ,xxxx
300,businesses,business,NNS,xxxx
301,",",",",",",","
302,our,-PRON-,PRP$,xxx
303,Group,Group,NNP,Xxxxx
304,and,and,CC,xxx
305,Specialty,Specialty,NNP,Xxxxx
306,segment,segment,NN,xxxx
307,is,be,VBZ,xx
308,continuing,continue,VBG,xxxx
309,to,to,TO,xx
310,have,have,VB,xxxx
311,a,a,DT,x
312,solid,solid,JJ,xxxx
313,year,year,NN,xxxx
314,and,and,CC,xxx
315,",",",",",",","
316,as,as,IN,xx
317,a,a,DT,x
318,result,result,NN,xxxx
319,",",",",",",","
320,we,-PRON-,PRP,xx
321,raised,raise,VBD,xxxx
322,our,-PRON-,PRP$,xxx
323,pre,pre,JJ,xxx
324,-,-,JJ,-
325,tax,tax,JJ,xxx
326,target,target,NN,xxxx
327,by,by,IN,xx
328,approximately,approximately,RB,xxxx
329,$,$,$,$
330,20,20,CD,dd
331,million,million,CD,xxxx
332,at,at,IN,xx
333,the,the,DT,xxx
334,midpoint,midpoint,NN,xxxx
335,of,of,IN,xx
336,the,the,DT,xxx
337,guidance,guidance,NN,xxxx
338,range,range,NN,xxxx
339,"
","
",_SP,"
"
340,The,the,DT,Xxx
341,increase,increase,NN,xxxx
342,was,be,VBD,xxx
343,driven,drive,VBN,xxxx
344,primarily,primarily,RB,xxxx
345,by,by,IN,xx
346,positive,positive,JJ,xxxx
347,prior,prior,JJ,xxxx
348,period,period,NN,xxxx
349,claims,claim,NNS,xxxx
350,development,development,NN,xxxx
351,and,and,CC,xxx
352,specialty,specialty,NN,xxxx
353,results,result,NNS,xxxx
354,that,that,WDT,xxxx
355,exceeded,exceed,VBD,xxxx
356,our,-PRON-,PRP$,xxx
357,previous,previous,JJ,xxxx
358,expectations,expectation,NNS,xxxx
359,as,as,RB,xx
360,well,well,RB,xxxx
361,as,as,IN,xx
362,current,current,JJ,xxxx
363,year,year,NN,xxxx
364,medical,medical,JJ,xxxx
365,cost,cost,NN,xxxx
366,trends,trend,NNS,xxxx
367,that,that,WDT,xxxx
368,are,be,VBP,xxx
369,slightly,slightly,RB,xxxx
370,favorable,favorable,JJ,xxxx
371,to,to,IN,xx
372,our,-PRON-,PRP$,xxx
373,expectations,expectation,NNS,xxxx
374,"
","
",_SP,"
"
375,We,-PRON-,PRP,Xx
376,continue,continue,VBP,xxxx
377,to,to,TO,xx
378,believe,believe,VB,xxxx
379,that,that,IN,xxxx
380,a,a,DT,x
381,key,key,JJ,xxx
382,element,element,NN,xxxx
383,of,of,IN,xx
384,our,-PRON-,PRP$,xxx
385,strategy,strategy,NN,xxxx
386,is,be,VBZ,xx
387,a,a,DT,x
388,focus,focus,NN,xxxx
389,on,on,IN,xx
390,small,small,JJ,xxxx
391,to,to,TO,xx
392,midsize,midsize,VB,xxxx
393,employers,employer,NNS,xxxx
394,as,as,RB,xx
395,well,well,RB,xxxx
396,as,as,IN,xx
397,our,-PRON-,PRP$,xxx
398,specialty,specialty,NN,xxxx
399,dental,dental,NN,xxxx
400,and,and,CC,xxx
401,TRICARE,tricare,NN,XXXX
402,businesses,business,NNS,xxxx
403,",",",",",",","
404,as,as,IN,xx
405,each,each,DT,xxxx
406,delivers,deliver,VBZ,xxxx
407,steady,steady,JJ,xxxx
408,cash,cash,NN,xxxx
409,flow,flow,NN,xxxx
410,and,and,CC,xxx
411,good,good,JJ,xxxx
412,returns,return,NNS,xxxx
413,on,on,IN,xx
414,capital,capital,NN,xxxx
415,"
","
",_SP,"
"
416,The,the,DT,Xxx
417,Healthcare,Healthcare,NNP,Xxxxx
418,Services,Services,NNPS,Xxxxx
419,segment,segment,NN,xxxx
420,continues,continue,VBZ,xxxx
421,to,to,TO,xx
422,generate,generate,VB,xxxx
423,profits,profit,NNS,xxxx
424,and,and,CC,xxx
425,steady,steady,JJ,xxxx
426,cash,cash,NN,xxxx
427,flow,flow,NN,xxxx
428,to,to,IN,xx
429,the,the,DT,xxx
430,parent,parent,NN,xxxx
431,and,and,CC,xxx
432,",",",",",",","
433,importantly,importantly,RB,xxxx
434,",",",",",",","
435,reflects,reflect,VBZ,xxxx
436,the,the,DT,xxx
437,integration,integration,NN,xxxx
438,of,of,IN,xx
439,our,-PRON-,PRP$,xxx
440,business,business,NN,xxxx
441,model,model,NN,xxxx
442,by,by,IN,xx
443,delivering,deliver,VBG,xxxx
444,clinical,clinical,JJ,xxxx
445,excellence,excellence,NN,xxxx
446,and,and,CC,xxx
447,trend,trend,NN,xxxx
448,benders,bender,NNS,xxxx
449,for,for,IN,xxx
450,our,-PRON-,PRP$,xxx
451,insurance,insurance,NN,xxxx
452,lines,line,NNS,xxxx
453,"
","
",_SP,"
"
454,Consistent,consistent,JJ,Xxxxx
455,with,with,IN,xxxx
456,the,the,DT,xxx
457,first,first,JJ,xxxx
458,quarter,quarter,NN,xxxx
459,",",",",",",","
460,we,-PRON-,PRP,xx
461,are,be,VBP,xxx
462,continuing,continue,VBG,xxxx
463,to,to,TO,xx
464,see,see,VB,xxx
465,lower,low,JJR,xxxx
466,-,-,HYPH,-
467,than,than,IN,xxxx
468,-,-,HYPH,-
469,expected,expect,VBN,xxxx
470,pharmacy,pharmacy,NN,xxxx
471,volumes,volume,NNS,xxxx
472,",",",",",",","
473,which,which,WDT,xxxx
474,reflect,reflect,VBP,xxxx
475,less,less,JJR,xxxx
476,health,health,NN,xxxx
477,plan,plan,NN,xxxx
478,drug,drug,NN,xxxx
479,utilization,utilization,NN,xxxx
480,than,than,IN,xxxx
481,we,-PRON-,PRP,xx
482,had,have,VBD,xxx
483,previously,previously,RB,xxxx
484,anticipated,anticipate,VBN,xxxx
485,"
","
",_SP,"
"
486,In,in,IN,Xx
487,addition,addition,NN,xxxx
488,",",",",",",","
489,while,while,IN,xxxx
490,to,to,IN,xx
491,-,-,HYPH,-
492,date,date,NN,xxxx
493,",",",",",",","
494,mail,mail,NN,xxxx
495,order,order,NN,xxxx
496,rates,rate,NNS,xxxx
497,are,be,VBP,xxx
498,higher,high,JJR,xxxx
499,than,than,IN,xxxx
500,last,last,JJ,xxxx
501,year,year,NN,xxxx
502,",",",",",",","
503,we,-PRON-,PRP,xx
504,are,be,VBP,xxx
505,experiencing,experience,VBG,xxxx
506,slightly,slightly,RB,xxxx
507,lower,low,JJR,xxxx
508,penetration,penetration,NN,xxxx
509,than,than,IN,xxxx
510,we,-PRON-,PRP,xx
511,previously,previously,RB,xxxx
512,expected,expect,VBD,xxxx
513,as,as,IN,xx
514,some,some,DT,xxxx
515,of,of,IN,xx
516,our,-PRON-,PRP$,xxx
517,new,new,JJ,xxx
518,standalone,standalone,NN,xxxx
519,PDP,pdp,NN,XXX
520,members,member,NNS,xxxx
521,appear,appear,VBP,xxxx
522,to,to,TO,xx
523,be,be,VB,xx
524,lower,low,JJR,xxxx
525,utilizers,utilizer,NNS,xxxx
526,of,of,IN,xx
527,mail,mail,NN,xxxx
528,-,-,HYPH,-
529,order,order,NN,xxxx
530,relative,relative,JJ,xxxx
531,to,to,IN,xx
532,historical,historical,JJ,xxxx
533,experience,experience,NN,xxxx
534,"
","
",_SP,"
"
535,Finally,finally,RB,Xxxxx
536,",",",",",",","
537,the,the,DT,xxx
538,optimization,optimization,NN,xxxx
539,of,of,IN,xx
540,our,-PRON-,PRP$,xxx
541,chronic,chronic,JJ,xxxx
542,care,care,NN,xxxx
543,management,management,NN,xxxx
544,programs,program,NNS,xxxx
545,",",",",",",","
546,whereby,whereby,WRB,xxxx
547,we,-PRON-,PRP,xx
548,are,be,VBP,xxx
549,ensuring,ensure,VBG,xxxx
550,that,that,IN,xxxx
551,our,-PRON-,PRP$,xxx
552,members,member,NNS,xxxx
553,are,be,VBP,xxx
554,receiving,receive,VBG,xxxx
555,the,the,DT,xxx
556,right,right,JJ,xxxx
557,level,level,NN,xxxx
558,of,of,IN,xx
559,intervention,intervention,NN,xxxx
560,at,at,IN,xx
561,the,the,DT,xxx
562,right,right,JJ,xxxx
563,time,time,NN,xxxx
564,",",",",",",","
565,is,be,VBZ,xx
566,proceeding,proceed,VBG,xxxx
567,at,at,IN,xx
568,a,a,DT,x
569,faster,fast,JJR,xxxx
570,pace,pace,NN,xxxx
571,than,than,IN,xxxx
572,initially,initially,RB,xxxx
573,expected,expect,VBN,xxxx
574,",",",",",",","
575,also,also,RB,xxxx
576,contributing,contribute,VBG,xxxx
577,to,to,TO,xx
578,lower,lower,VB,xxxx
579,Healthcare,Healthcare,NNP,Xxxxx
580,Services,Services,NNPS,Xxxxx
581,segment,segment,NN,xxxx
582,pre,pre,NN,xxx
583,-,-,NN,-
584,tax,tax,NN,xxx
585,than,than,IN,xxxx
586,anticipated,anticipate,VBN,xxxx
587,"
","
",_SP,"
"
588,As,as,IN,Xx
589,a,a,DT,x
590,result,result,NN,xxxx
591,of,of,IN,xx
592,these,these,DT,xxxx
593,items,item,NNS,xxxx
594,",",",",",",","
595,we,-PRON-,PRP,xx
596,have,have,VBP,xxxx
597,reduced,reduce,VBN,xxxx
598,our,-PRON-,PRP$,xxx
599,pre,pre,JJ,xxx
600,-,-,JJ,-
601,tax,tax,JJ,xxx
602,guidance,guidance,NN,xxxx
603,for,for,IN,xxx
604,the,the,DT,xxx
605,segment,segment,NN,xxxx
606,by,by,IN,xx
607,approximately,approximately,RB,xxxx
608,$,$,$,$
609,130,130,CD,ddd
610,million,million,CD,xxxx
611,at,at,IN,xx
612,the,the,DT,xxx
613,midpoint,midpoint,NN,xxxx
614,of,of,IN,xx
615,our,-PRON-,PRP$,xxx
616,guidance,guidance,NN,xxxx
617,range,range,NN,xxxx
618,"
","
",_SP,"
"
619,To,to,TO,Xx
620,reiterate,reiterate,VB,xxxx
621,my,-PRON-,PRP$,xx
622,comments,comment,NNS,xxxx
623,from,from,IN,xxxx
624,the,the,DT,xxx
625,first,first,JJ,xxxx
626,quarter,quarter,NN,xxxx
627,call,call,NN,xxxx
628,",",",",",",","
629,this,this,DT,xxxx
630,dynamic,dynamic,NN,xxxx
631,is,be,VBZ,xx
632,positive,positive,JJ,xxxx
633,for,for,IN,xxx
634,overall,overall,JJ,xxxx
635,Humana,Humana,NNP,Xxxxx
636,",",",",",",","
637,and,and,CC,xxx
638,we,-PRON-,PRP,xx
639,expect,expect,VBP,xxxx
640,that,that,IN,xxxx
641,the,the,DT,xxx
642,increase,increase,NN,xxxx
643,in,in,IN,xx
644,health,health,NN,xxxx
645,plan,plan,NN,xxxx
646,pre,pre,JJ,xxx
647,-,-,JJ,-
648,tax,tax,JJ,xxx
649,income,income,NN,xxxx
650,will,will,MD,xxxx
651,more,more,RBR,xxxx
652,than,than,IN,xxxx
653,offset,offset,VB,xxxx
654,the,the,DT,xxx
655,reductions,reduction,NNS,xxxx
656,in,in,IN,xx
657,Healthcare,Healthcare,NNP,Xxxxx
658,Services,Services,NNPS,Xxxxx
659,segment,segment,NN,xxxx
660,profits,profit,NNS,xxxx
661,",",",",",",","
662,even,even,RB,xxxx
663,considering,consider,VBG,xxxx
664,that,that,IN,xxxx
665,a,a,DT,x
666,meaningful,meaningful,JJ,xxxx
667,portion,portion,NN,xxxx
668,of,of,IN,xx
669,lower,low,JJR,xxxx
670,pharmacy,pharmacy,NN,xxxx
671,utilization,utilization,NN,xxxx
672,does,do,VBZ,xxxx
673,not,not,RB,xxx
674,benefit,benefit,VB,xxxx
675,the,the,DT,xxx
676,insurance,insurance,NN,xxxx
677,segments,segment,NNS,xxxx
678,",",",",",",","
679,due,due,IN,xxx
680,to,to,IN,xx
681,the,the,DT,xxx
682,corresponding,correspond,VBG,xxxx
683,lower,low,JJR,xxxx
684,CMS,CMS,NNP,XXX
685,reinsurance,reinsurance,NN,xxxx
686,and,and,CC,xxx
687,member,member,NN,xxxx
688,cost,cost,NN,xxxx
689,share,share,NN,xxxx
690,"
","
",_SP,"
"
691,These,these,DT,Xxxxx
692,dynamics,dynamic,NNS,xxxx
693,reinforce,reinforce,VBP,xxxx
694,our,-PRON-,PRP$,xxx
695,integrated,integrate,VBN,xxxx
696,approach,approach,NN,xxxx
697,to,to,IN,xx
698,running,run,VBG,xxxx
699,the,the,DT,xxx
700,business,business,NN,xxxx
701,",",",",",",","
702,taking,take,VBG,xxxx
703,a,a,DT,x
704,holistic,holistic,JJ,xxxx
705,",",",",",",","
706,enterprise,enterprise,NN,xxxx
707,-,-,HYPH,-
708,wide,wide,JJ,xxxx
709,view,view,NN,xxxx
710,to,to,TO,xx
711,drive,drive,VB,xxxx
712,business,business,NN,xxxx
713,decisions,decision,NNS,xxxx
714,that,that,WDT,xxxx
715,result,result,VBP,xxxx
716,in,in,IN,xx
717,the,the,DT,xxx
718,best,good,JJS,xxxx
719,outcomes,outcome,NNS,xxxx
720,for,for,IN,xxx
721,our,-PRON-,PRP$,xxx
722,members,member,NNS,xxxx
723,",",",",",",","
724,providers,provider,NNS,xxxx
725,",",",",",",","
726,and,and,CC,xxx
727,the,the,DT,xxx
728,company,company,NN,xxxx
729,"
","
",_SP,"
"
730,To,to,TO,Xx
731,close,close,VB,xxxx
732,our,-PRON-,PRP$,xxx
733,segment,segment,NN,xxxx
734,discussion,discussion,NN,xxxx
735,",",",",",",","
736,I,-PRON-,PRP,X
737,will,will,MD,xxxx
738,comment,comment,VB,xxxx
739,briefly,briefly,RB,xxxx
740,on,on,IN,xx
741,our,-PRON-,PRP$,xxx
742,Individual,individual,JJ,Xxxxx
743,Commercial,commercial,JJ,Xxxxx
744,segment,segment,NN,xxxx
745,results,result,NNS,xxxx
746,",",",",",",","
747,which,which,WDT,xxxx
748,are,be,VBP,xxx
749,excluded,exclude,VBN,xxxx
750,from,from,IN,xxxx
751,our,-PRON-,PRP$,xxx
752,adjusted,adjust,VBN,xxxx
753,EPS,EPS,NNP,XXX
754,guidance,guidance,NN,xxxx
755,"
","
",_SP,"
"
756,Our,-PRON-,PRP$,Xxx
757,Individual,individual,JJ,Xxxxx
758,Commercial,commercial,JJ,Xxxxx
759,segment,segment,NN,xxxx
760,is,be,VBZ,xx
761,now,now,RB,xxx
762,expected,expect,VBN,xxxx
763,to,to,TO,xx
764,generate,generate,VB,xxxx
765,full,full,JJ,xxxx
766,year,year,NN,xxxx
767,2017,2017,CD,dddd
768,pre,pre,JJ,xxx
769,-,-,JJ,-
770,tax,tax,JJ,xxx
771,earnings,earning,NNS,xxxx
772,of,of,IN,xx
773,approximately,approximately,RB,xxxx
774,$,$,$,$
775,85,85,CD,dd
776,million,million,CD,xxxx
777,versus,versus,IN,xxxx
778,our,-PRON-,PRP$,xxx
779,previous,previous,JJ,xxxx
780,expectation,expectation,NN,xxxx
781,of,of,IN,xx
782,a,a,DT,x
783,full,full,JJ,xxxx
784,year,year,NN,xxxx
785,loss,loss,NN,xxxx
786,of,of,IN,xx
787,approximately,approximately,RB,xxxx
788,$,$,$,$
789,45,45,CD,dd
790,million,million,CD,xxxx
791,"
","
",_SP,"
"
792,These,these,DT,Xxxxx
793,results,result,NNS,xxxx
794,reflect,reflect,VBP,xxxx
795,significant,significant,JJ,xxxx
796,positive,positive,JJ,xxxx
797,prior,prior,JJ,xxxx
798,period,period,NN,xxxx
799,development,development,NN,xxxx
800,",",",",",",","
801,which,which,WDT,xxxx
802,includes,include,VBZ,xxxx
803,the,the,DT,xxx
804,net,net,JJ,xxx
805,favorable,favorable,JJ,xxxx
806,settlement,settlement,NN,xxxx
807,of,of,IN,xx
808,a,a,DT,x
809,2016,2016,CD,dddd
810,two,two,CD,xxx
811,hours,hour,NNS,xxxx
812,(,(,-LRB-,(
813,16:48,16:48,CD,dd:dd
814,),),-RRB-,)
815,of,of,IN,xx
816,reinsurance,reinsurance,NN,xxxx
817,and,and,CC,xxx
818,risk,risk,NN,xxxx
819,adjustment,adjustment,NN,xxxx
820,as,as,RB,xx
821,well,well,RB,xxxx
822,as,as,IN,xx
823,lower,low,JJR,xxxx
824,-,-,HYPH,-
825,than,than,IN,xxxx
826,-,-,HYPH,-
827,expected,expect,VBN,xxxx
828,utilization,utilization,NN,xxxx
829,in,in,IN,xx
830,our,-PRON-,PRP$,xxx
831,ACA,ACA,NNP,XXX
832,on,on,IN,xx
833,-,-,HYPH,-
834,exchange,exchange,NN,xxxx
835,business,business,NN,xxxx
836,"
","
",_SP,"
"
837,The,the,DT,Xxx
838,strong,strong,JJ,xxxx
839,performance,performance,NN,xxxx
840,we,-PRON-,PRP,xx
841,are,be,VBP,xxx
842,seeing,see,VBG,xxxx
843,across,across,IN,xxxx
844,the,the,DT,xxx
845,organization,organization,NN,xxxx
846,reflects,reflect,VBZ,xxxx
847,our,-PRON-,PRP$,xxx
848,focus,focus,NN,xxxx
849,on,on,IN,xx
850,operational,operational,JJ,xxxx
851,excellence,excellence,NN,xxxx
852,and,and,CC,xxx
853,the,the,DT,xxx
854,solid,solid,JJ,xxxx
855,execution,execution,NN,xxxx
856,of,of,IN,xx
857,our,-PRON-,PRP$,xxx
858,strategy,strategy,NN,xxxx
859,"
","
",_SP,"
"
860,This,this,DT,Xxxx
861,will,will,MD,xxxx
862,enable,enable,VB,xxxx
863,us,-PRON-,PRP,xx
864,in,in,IN,xx
865,the,the,DT,xxx
866,third,third,JJ,xxxx
867,quarter,quarter,NN,xxxx
868,to,to,TO,xx
869,provide,provide,VB,xxxx
870,the,the,DT,xxx
871,Humana,Humana,NNP,Xxxxx
872,Foundation,Foundation,NNP,Xxxxx
873,with,with,IN,xxxx
874,a,a,DT,x
875,charitable,charitable,JJ,xxxx
876,contribution,contribution,NN,xxxx
877,",",",",",",","
878,reflecting,reflect,VBG,xxxx
879,our,-PRON-,PRP$,xxx
880,continued,continue,VBN,xxxx
881,commitment,commitment,NN,xxxx
882,to,to,IN,xx
883,the,the,DT,xxx
884,communities,community,NNS,xxxx
885,we,-PRON-,PRP,xx
886,serve,serve,VBP,xxxx
887,following,follow,VBG,xxxx
888,the,the,DT,xxx
889,deal,deal,NN,xxxx
890,break,break,NN,xxxx
891,"
","
",_SP,"
"
892,In,in,IN,Xx
893,addition,addition,NN,xxxx
894,",",",",",",","
895,these,these,DT,xxxx
896,results,result,NNS,xxxx
897,will,will,MD,xxxx
898,enable,enable,VB,xxxx
899,us,-PRON-,PRP,xx
900,to,to,TO,xx
901,spend,spend,VB,xxxx
902,incremental,incremental,JJ,xxxx
903,dollars,dollar,NNS,xxxx
904,on,on,IN,xx
905,the,the,DT,xxx
906,Medicare,Medicare,NNP,Xxxxx
907,annual,annual,JJ,xxxx
908,enrollment,enrollment,NN,xxxx
909,period,period,NN,xxxx
