,Word,Lemma,POSTag,Shape
412,year,year,NN,xxxx
413,",",",",",",","
414,an,an,DT,xx
415,increase,increase,NN,xxxx
416,of,of,IN,xx
417,$,$,$,$
418,1.1,1.1,CD,d.d
419,billion,billion,CD,xxxx
420,",",",",",",","
421,or,or,CC,xx
422,3,3,CD,d
423,%,%,NN,%
424,",",",",",",","
425,compared,compare,VBN,xxxx
426,to,to,IN,xx
427,2015,2015,CD,dddd
428,.,.,.,.
429,Our,-PRON-,PRP$,Xxx
430,2016,2016,CD,dddd
431,operating,operate,VBG,xxxx
432,margin,margin,NN,xxxx
433,of,of,IN,xx
434,8.3,8.3,CD,d.d
435,%,%,NN,%
436,compared,compare,VBN,xxxx
437,to,to,IN,xx
438,7.6,7.6,CD,d.d
439,%,%,NN,%
440,in,in,IN,xx
441,2015,2015,CD,dddd
442,",",",",",",","
443,an,an,DT,xx
444,improvement,improvement,NN,xxxx
445,of,of,IN,xx
446,70,70,CD,dd
447,basis,basis,NN,xxxx
448,points,point,NNS,xxxx
449,"
","
",_SP,"
"
450,Commercial,commercial,JJ,Xxxxx
451,operating,operating,NN,xxxx
452,margins,margin,NNS,xxxx
453,during,during,IN,xxxx
454,the,the,DT,xxx
455,year,year,NN,xxxx
456,reflected,reflect,VBD,xxxx
457,a,a,DT,x
458,lower,low,JJR,xxxx
459,SG&A,SG&A,NNP,XX&X
460,ratio,ratio,NN,xxxx
461,due,due,IN,xxx
462,to,to,IN,xx
463,lower,low,JJR,xxxx
464,administrative,administrative,JJ,xxxx
465,cost,cost,NN,xxxx
466,resulting,result,VBG,xxxx
467,from,from,IN,xxxx
468,expense,expense,NN,xxxx
469,efficiency,efficiency,NN,xxxx
470,initiatives,initiative,NNS,xxxx
471,",",",",",",","
472,as,as,RB,xx
473,well,well,RB,xxxx
474,as,as,IN,xx
475,fixed,fix,VBN,xxxx
476,cost,cost,NN,xxxx
477,leveraging,leverage,VBG,xxxx
478,on,on,IN,xx
479,a,a,DT,x
480,growing,grow,VBG,xxxx
481,membership,membership,NN,xxxx
482,base,base,NN,xxxx
483,"
","
",_SP,"
"
484,In,in,IN,Xx
485,addition,addition,NN,xxxx
486,",",",",",",","
487,operating,operating,NN,xxxx
488,margins,margin,NNS,xxxx
489,benefited,benefit,VBD,xxxx
490,from,from,IN,xxxx
491,membership,membership,NN,xxxx
492,growth,growth,NN,xxxx
493,and,and,CC,xxx
494,our,-PRON-,PRP$,xxx
495,self,self,NN,xxxx
496,-,-,HYPH,-
497,funded,fund,VBN,xxxx
498,product,product,NN,xxxx
499,offerings,offering,NNS,xxxx
500,",",",",",",","
501,which,which,WDT,xxxx
502,carry,carry,VBP,xxxx
503,a,a,DT,x
504,higher,high,JJR,xxxx
505,-,-,HYPH,-
506,than,than,IN,xxxx
507,-,-,HYPH,-
508,average,average,NN,xxxx
509,operating,operating,NN,xxxx
510,margin,margin,NN,xxxx
511,"
","
",_SP,"
"
512,These,these,DT,Xxxxx
513,increases,increase,NNS,xxxx
514,were,be,VBD,xxxx
515,offset,offset,VBN,xxxx
516,by,by,IN,xx
517,operating,operate,VBG,xxxx
518,margin,margin,NN,xxxx
519,losses,loss,NNS,xxxx
520,in,in,IN,xx
521,our,-PRON-,PRP$,xxx
522,individual,individual,JJ,xxxx
523,ACA,aca,NN,XXX
524,-,-,HYPH,-
525,compliant,compliant,JJ,xxxx
526,business,business,NN,xxxx
527,",",",",",",","
528,driven,drive,VBN,xxxx
529,by,by,IN,xx
530,higher,high,JJR,xxxx
531,-,-,HYPH,-
532,than,than,IN,xxxx
533,-,-,HYPH,-
534,expected,expect,VBN,xxxx
535,medical,medical,JJ,xxxx
536,cost,cost,NN,xxxx
537,experience,experience,NN,xxxx
538,",",",",",",","
539,as,as,IN,xx
540,we,-PRON-,PRP,xx
541,have,have,VBP,xxxx
542,discussed,discuss,VBN,xxxx
543,previously,previously,RB,xxxx
544,"
","
",_SP,"
"
545,Within,within,IN,Xxxxx
546,our,-PRON-,PRP$,xxx
547,ACA,ACA,NNP,XXX
548,-,-,HYPH,-
549,compliant,compliant,JJ,xxxx
550,plans,plan,NNS,xxxx
551,",",",",",",","
552,our,-PRON-,PRP$,xxx
553,performance,performance,NN,xxxx
554,during,during,IN,xxxx
555,the,the,DT,xxx
556,fourth,fourth,JJ,xxxx
557,quarter,quarter,NN,xxxx
558,was,be,VBD,xxx
559,generally,generally,RB,xxxx
560,in,in,IN,xx
561,line,line,NN,xxxx
562,with,with,IN,xxxx
563,previous,previous,JJ,xxxx
564,expectations,expectation,NNS,xxxx
565,"
","
",_SP,"
"
566,We,-PRON-,PRP,Xx
567,continue,continue,VBP,xxxx
568,to,to,TO,xx
569,experience,experience,VB,xxxx
570,higher,high,JJR,xxxx
571,-,-,HYPH,-
572,than,than,IN,xxxx
573,-,-,HYPH,-
574,expected,expect,VBN,xxxx
575,costs,cost,NNS,xxxx
576,from,from,IN,xxxx
577,members,member,NNS,xxxx
578,with,with,IN,xxxx
579,chronic,chronic,JJ,xxxx
580,conditions,condition,NNS,xxxx
581,"
","
",_SP,"
"
582,Next,next,RB,Xxxx
583,",",",",",",","
584,I,-PRON-,PRP,X
585,'d,would,MD,'x
586,like,like,VB,xxxx
587,to,to,TO,xx
588,discuss,discuss,VB,xxxx
589,the,the,DT,xxx
590,balance,balance,NN,xxxx
591,sheet,sheet,NN,xxxx
592,"
","
",_SP,"
"
593,Consistent,consistent,JJ,Xxxxx
594,with,with,IN,xxxx
595,our,-PRON-,PRP$,xxx
596,past,past,JJ,xxxx
597,practice,practice,NN,xxxx
598,",",",",",",","
599,we,-PRON-,PRP,xx
600,have,have,VBP,xxxx
601,included,include,VBN,xxxx
602,a,a,DT,x
603,roll,roll,NN,xxxx
604,forward,forward,RB,xxxx
605,of,of,IN,xx
606,our,-PRON-,PRP$,xxx
607,medical,medical,JJ,xxxx
608,claims,claim,NNS,xxxx
609,payable,payable,JJ,xxxx
610,balance,balance,NN,xxxx
611,in,in,IN,xx
612,this,this,DT,xxxx
613,morning,morning,NN,xxxx
614,'s,'s,POS,'x
615,press,press,NN,xxxx
616,release,release,NN,xxxx
617,"
","
",_SP,"
"
618,For,for,IN,Xxx
619,the,the,DT,xxx
620,full,full,JJ,xxxx
621,-,-,HYPH,-
622,year,year,NN,xxxx
623,2016,2016,CD,dddd
624,",",",",",",","
625,we,-PRON-,PRP,xx
626,experienced,experience,VBD,xxxx
627,favorable,favorable,JJ,xxxx
628,prior,prior,JJ,xxxx
629,-,-,HYPH,-
630,year,year,NN,xxxx
631,reserve,reserve,NN,xxxx
632,development,development,NN,xxxx
633,of,of,IN,xx
634,$,$,$,$
635,850,850,CD,ddd
636,million,million,CD,xxxx
637,",",",",",",","
638,which,which,WDT,xxxx
639,was,be,VBD,xxx
640,moderately,moderately,RB,xxxx
641,better,well,JJR,xxxx
642,than,than,IN,xxxx
643,our,-PRON-,PRP$,xxx
644,expectations,expectation,NNS,xxxx
645,"
","
",_SP,"
"
646,Our,-PRON-,PRP$,Xxx
647,reserves,reserve,NNS,xxxx
648,continue,continue,VBP,xxxx
649,to,to,TO,xx
650,include,include,VB,xxxx
651,a,a,DT,x
652,provision,provision,NN,xxxx
653,for,for,IN,xxx
654,adverse,adverse,JJ,xxxx
655,deviation,deviation,NN,xxxx
656,in,in,IN,xx
657,the,the,DT,xxx
658,mid,mid,NN,xxx
659,to,to,IN,xx
660,high,high,JJ,xxxx
661,-,-,HYPH,-
662,single,single,JJ,xxxx
663,digits,digit,NNS,xxxx
664,",",",",",",","
665,and,and,CC,xxx
666,we,-PRON-,PRP,xx
667,believe,believe,VBP,xxxx
668,our,-PRON-,PRP$,xxx
669,reserve,reserve,NN,xxxx
670,balances,balance,NNS,xxxx
671,remain,remain,VBP,xxxx
672,consistent,consistent,JJ,xxxx
673,and,and,CC,xxx
674,strong,strong,JJ,xxxx
675,as,as,IN,xx
676,of,of,IN,xx
677,December,December,NNP,Xxxxx
678,31,31,CD,dd
679,",",",",",",","
680,2016,2016,CD,dddd
681,.,.,.,.
682,Our,-PRON-,PRP$,Xxx
683,days,day,NNS,xxxx
684,in,in,IN,xx
685,claims,claim,NNS,xxxx
686,payable,payable,JJ,xxxx
687,was,be,VBD,xxx
688,41.3,41.3,CD,dd.d
689,days,day,NNS,xxxx
690,as,as,IN,xx
691,of,of,IN,xx
692,the,the,DT,xxx
693,end,end,NN,xxx
694,of,of,IN,xx
695,the,the,DT,xxx
696,year,year,NN,xxxx
697,",",",",",",","
698,an,an,DT,xx
699,increase,increase,NN,xxxx
700,of,of,IN,xx
701,0.7,0.7,CD,d.d
702,days,day,NNS,xxxx
703,from,from,IN,xxxx
704,the,the,DT,xxx
705,40.6,40.6,CD,dd.d
706,days,day,NNS,xxxx
707,we,-PRON-,PRP,xx
708,reported,report,VBD,xxxx
709,last,last,JJ,xxxx
710,quarter,quarter,NN,xxxx
711,"
","
",_SP,"
"
712,Our,-PRON-,PRP$,Xxx
713,debt,debt,NN,xxxx
714,to,to,TO,xx
715,cap,cap,NN,xxx
716,ratio,ratio,NN,xxxx
717,was,be,VBD,xxx
718,38.5,38.5,CD,dd.d
719,%,%,NN,%
720,as,as,IN,xx
721,of,of,IN,xx
722,December,December,NNP,Xxxxx
723,31,31,CD,dd
724,",",",",",",","
725,lower,low,JJR,xxxx
726,by,by,IN,xx
727,20,20,CD,dd
728,basis,basis,NN,xxxx
729,points,point,NNS,xxxx
730,from,from,IN,xxxx
731,the,the,DT,xxx
732,38.7,38.7,CD,dd.d
733,%,%,NN,%
734,at,at,IN,xx
735,the,the,DT,xxx
736,end,end,NN,xxx
737,of,of,IN,xx
738,the,the,DT,xxx
739,third,third,JJ,xxxx
740,quarter,quarter,NN,xxxx
741,",",",",",",","
742,which,which,WDT,xxxx
743,reflects,reflect,VBZ,xxxx
744,the,the,DT,xxx
745,impact,impact,NN,xxxx
746,of,of,IN,xx
747,an,an,DT,xx
748,increase,increase,NN,xxxx
749,in,in,IN,xx
750,shareholders,shareholder,NNS,xxxx
751,',',POS,'
752,equity,equity,NN,xxxx
753,as,as,IN,xx
754,we,-PRON-,PRP,xx
755,did,do,VBD,xxx
756,not,not,RB,xxx
757,repurchase,repurchase,VB,xxxx
758,any,any,DT,xxx
759,stocks,stock,NNS,xxxx
760,during,during,IN,xxxx
761,the,the,DT,xxx
762,quarter,quarter,NN,xxxx
763,"
","
",_SP,"
"
764,We,-PRON-,PRP,Xx
765,ended,end,VBD,xxxx
766,the,the,DT,xxx
767,fourth,fourth,JJ,xxxx
768,quarter,quarter,NN,xxxx
769,with,with,IN,xxxx
770,approximately,approximately,RB,xxxx
771,$,$,$,$
772,1.4,1.4,CD,d.d
773,billion,billion,CD,xxxx
774,of,of,IN,xx
775,cash,cash,NN,xxxx
776,and,and,CC,xxx
777,investments,investment,NNS,xxxx
778,at,at,IN,xx
779,the,the,DT,xxx
780,parent,parent,NN,xxxx
781,company,company,NN,xxxx
782,",",",",",",","
783,which,which,WDT,xxxx
784,was,be,VBD,xxx
785,impacted,impact,VBN,xxxx
786,by,by,IN,xx
787,the,the,DT,xxx
788,timing,timing,NN,xxxx
789,of,of,IN,xx
790,changes,change,NNS,xxxx
791,in,in,IN,xx
792,intercompany,intercompany,NN,xxxx
793,funding,funding,NN,xxxx
794,arrangements,arrangement,NNS,xxxx
795,",",",",",",","
796,and,and,CC,xxx
797,the,the,DT,xxx
798,settlement,settlement,NN,xxxx
799,of,of,IN,xx
800,intercompany,intercompany,NN,xxxx
801,receivables,receivables,NN,xxxx
802,"
","
",_SP,"
"
803,Adjusted,adjust,VBN,Xxxxx
804,for,for,IN,xxx
805,the,the,DT,xxx
806,timing,timing,NN,xxxx
807,impact,impact,NN,xxxx
808,of,of,IN,xx
809,these,these,DT,xxxx
810,changes,change,NNS,xxxx
811,",",",",",",","
812,cash,cash,NN,xxxx
813,and,and,CC,xxx
814,investments,investment,NNS,xxxx
815,at,at,IN,xx
816,the,the,DT,xxx
817,parent,parent,NN,xxxx
818,company,company,NN,xxxx
819,would,would,MD,xxxx
820,have,have,VB,xxxx
821,totaled,total,VBN,xxxx
822,approximately,approximately,RB,xxxx
823,$,$,$,$
824,3.3,3.3,CD,d.d
825,billion,billion,CD,xxxx
826,",",",",",",","
827,as,as,IN,xx
828,of,of,IN,xx
829,December,December,NNP,Xxxxx
830,31,31,CD,dd
831,",",",",",",","
832,2016,2016,CD,dddd
833,.,.,.,.
834,Our,-PRON-,PRP$,Xxx
835,investment,investment,NN,xxxx
836,portfolio,portfolio,NN,xxxx
837,was,be,VBD,xxx
838,in,in,IN,xx
839,unrealized,unrealized,JJ,xxxx
840,gain,gain,NN,xxxx
841,position,position,NN,xxxx
842,of,of,IN,xx
843,approximately,approximately,RB,xxxx
844,$,$,$,$
845,568,568,CD,ddd
846,million,million,CD,xxxx
847,as,as,IN,xx
848,of,of,IN,xx
849,the,the,DT,xxx
850,end,end,NN,xxx
851,of,of,IN,xx
852,the,the,DT,xxx
853,quarter,quarter,NN,xxxx
854,"
","
",_SP,"
"
855,For,for,IN,Xxx
856,the,the,DT,xxx
857,3Rs,3Rs,NNPS,dXx
858,",",",",",",","
859,we,-PRON-,PRP,xx
860,continue,continue,VBP,xxxx
861,to,to,TO,xx
862,book,book,VB,xxxx
863,reinsurance,reinsurance,NN,xxxx
864,as,as,IN,xx
865,appropriate,appropriate,JJ,xxxx
866,and,and,CC,xxx
867,we,-PRON-,PRP,xx
868,continue,continue,VBP,xxxx
869,to,to,TO,xx
870,reflect,reflect,VB,xxxx
871,a,a,DT,x
872,net,net,JJ,xxx
873,receivable,receivable,JJ,xxxx
874,position,position,NN,xxxx
875,for,for,IN,xxx
876,risk,risk,NN,xxxx
877,adjustors,adjustor,NNS,xxxx
878,"
","
",_SP,"
"
879,As,as,IN,Xx
880,we,-PRON-,PRP,xx
881,have,have,VBP,xxxx
882,consistently,consistently,RB,xxxx
883,done,do,VBN,xxxx
884,since,since,IN,xxxx
885,2014,2014,CD,dddd
886,",",",",",",","
887,we,-PRON-,PRP,xx
888,have,have,VBP,xxxx
889,continued,continue,VBN,xxxx
890,our,-PRON-,PRP$,xxx
891,conservative,conservative,JJ,xxxx
892,posture,posture,NN,xxxx
893,of,of,IN,xx
894,recording,record,VBG,xxxx
895,a,a,DT,x
896,100,100,CD,ddd
897,%,%,NN,%
898,valuation,valuation,NN,xxxx
899,allowance,allowance,NN,xxxx
900,against,against,IN,xxxx
901,any,any,DT,xxx
902,unpaid,unpaid,JJ,xxxx
903,receivables,receivables,NN,xxxx
904,for,for,IN,xxx
905,the,the,DT,xxx
906,2014,2014,CD,dddd
907,",",",",",",","
908,2015,2015,CD,dddd
909,",",",",",",","
910,and,and,CC,xxx
911,2016,2016,CD,dddd
912,benefit,benefit,NN,xxxx
913,years,year,NNS,xxxx
914,for,for,IN,xxx
915,risk,risk,NN,xxxx
916,corridors,corridor,NNS,xxxx
917,"
","
",_SP,"
"
918,Our,-PRON-,PRP$,Xxx
919,reported,report,VBN,xxxx
920,earnings,earning,NNS,xxxx
921,have,have,VBP,xxxx
922,never,never,RB,xxxx
923,benefited,benefit,VBN,xxxx
924,from,from,IN,xxxx
