,Word,Lemma,POSTag,Shape
415,the,the,DT,xxx
416,second,second,JJ,xxxx
417,quarter,quarter,NN,xxxx
418,"
","
",_SP,"
"
419,In,in,IN,Xx
420,addition,addition,NN,xxxx
421,after,after,IN,xxxx
422,the,the,DT,xxx
423,close,close,NN,xxxx
424,",",",",",",","
425,we,-PRON-,PRP,xx
426,will,will,MD,xxxx
427,execute,execute,VB,xxxx
428,a,a,DT,x
429,professional,professional,JJ,xxxx
430,laboratory,laboratory,NN,xxxx
431,services,service,NNS,xxxx
432,agreement,agreement,NN,xxxx
433,to,to,TO,xx
434,manage,manage,VB,xxxx
435,11,11,CD,dd
436,PeaceHealth,PeaceHealth,NNP,XxxxxXxxxx
437,Laboratories,Laboratories,NNP,Xxxxx
438,serving,serve,VBG,xxxx
439,medical,medical,JJ,xxxx
440,centers,center,NNS,xxxx
441,in,in,IN,xx
442,three,three,CD,xxxx
443,states,state,NNS,xxxx
444,in,in,IN,xx
445,the,the,DT,xxx
446,Pacific,Pacific,NNP,Xxxxx
447,Northwest,Northwest,NNP,Xxxxx
448,"
","
",_SP,"
"
449,We,-PRON-,PRP,Xx
450,are,be,VBP,xxx
451,hardening,harden,VBG,xxxx
452,with,with,IN,xxxx
453,health,health,NN,xxxx
454,plans,plan,NNS,xxxx
455,to,to,TO,xx
456,improve,improve,VB,xxxx
457,the,the,DT,xxx
458,patient,patient,JJ,xxxx
459,experience,experience,NN,xxxx
460,by,by,IN,xx
461,improving,improve,VBG,xxxx
462,price,price,NN,xxxx
463,transparency,transparency,NN,xxxx
464,which,which,WDT,xxxx
465,will,will,MD,xxxx
466,also,also,RB,xxxx
467,reduce,reduce,VB,xxxx
468,bad,bad,JJ,xxx
469,debt,debt,NN,xxxx
470,"
","
",_SP,"
"
471,Our,-PRON-,PRP$,Xxx
472,real,real,JJ,xxxx
473,-,-,HYPH,-
474,time,time,NN,xxxx
475,payment,payment,NN,xxxx
476,determination,determination,NN,xxxx
477,which,which,WDT,xxxx
478,we,-PRON-,PRP,xx
479,begin,begin,VBP,xxxx
480,piloting,pilot,VBG,xxxx
481,in,in,IN,xx
482,early,early,JJ,xxxx
483,2016,2016,CD,dddd
484,enables,enable,VBZ,xxxx
485,us,-PRON-,PRP,xx
486,to,to,TO,xx
487,get,get,VB,xxx
488,patients,patient,NNS,xxxx
489,an,an,DT,xx
490,accurate,accurate,JJ,xxxx
491,picture,picture,NN,xxxx
492,of,of,IN,xx
493,their,-PRON-,PRP$,xxxx
494,financial,financial,JJ,xxxx
495,responsibility,responsibility,NN,xxxx
496,or,or,CC,xx
497,lab,lab,NN,xxx
498,testing,testing,NN,xxxx
499,while,while,IN,xxxx
500,those,those,DT,xxxx
501,patients,patient,NNS,xxxx
502,to,to,TO,xx
503,pay,pay,VB,xxx
504,at,at,IN,xx
505,the,the,DT,xxx
506,point,point,NN,xxxx
507,-,-,HYPH,-
508,of,of,IN,xx
509,-,-,HYPH,-
510,care,care,NN,xxxx
511,"
","
",_SP,"
"
512,We,-PRON-,PRP,Xx
513,are,be,VBP,xxx
514,currently,currently,RB,xxxx
515,live,live,JJ,xxxx
516,with,with,IN,xxxx
517,Aetna,Aetna,NNP,Xxxxx
518,",",",",",",","
519,Highmark,Highmark,NNP,Xxxxx
520,",",",",",",","
521,UPMC,UPMC,NNP,XXXX
522,",",",",",",","
523,Florida,Florida,NNP,Xxxxx
524,Blue,Blue,NNP,Xxxx
525,",",",",",",","
526,and,and,CC,xxx
527,we,-PRON-,PRP,xx
528,expect,expect,VBP,xxxx
529,to,to,TO,xx
530,have,have,VB,xxxx
531,more,more,JJR,xxxx
532,payers,payer,NNS,xxxx
533,in,in,IN,xx
534,place,place,NN,xxxx
535,by,by,IN,xx
536,the,the,DT,xxx
537,end,end,NN,xxx
538,of,of,IN,xx
539,the,the,DT,xxx
540,year,year,NN,xxxx
541,"
","
",_SP,"
"
542,The,the,DT,Xxx
543,service,service,NN,xxxx
544,benefits,benefit,VBZ,xxxx
545,Quest,Quest,NNP,Xxxxx
546,and,and,CC,xxx
547,the,the,DT,xxx
548,entire,entire,JJ,xxxx
549,healthcare,healthcare,NN,xxxx
550,systems,system,NNS,xxxx
551,;,;,:,;
552,patients,patient,NNS,xxxx
553,",",",",",",","
554,providers,provider,NNS,xxxx
555,and,and,CC,xxx
556,payers,payer,NNS,xxxx
557,"
","
",_SP,"
"
558,Avis,Avis,NNP,Xxxx
559,[,[,-LRB-,[
560,ph,ph,NNP,xx
561,],],-RRB-,]
562,Diagnostics,Diagnostics,NNP,Xxxxx
563,which,which,WDT,xxxx
564,generally,generally,RB,xxxx
565,includes,include,VBZ,xxxx
566,our,-PRON-,PRP$,xxx
567,genetic,genetic,JJ,xxxx
568,and,and,CC,xxx
569,molecular,molecular,JJ,xxxx
570,based,base,VBN,xxxx
571,test,test,NN,xxxx
572,grew,grow,VBD,xxxx
573,in,in,IN,xx
574,the,the,DT,xxx
575,quarter,quarter,NN,xxxx
576,along,along,IN,xxxx
577,with,with,IN,xxxx
578,non,non,JJ,xxx
579,-,-,JJ,-
580,routine,routine,JJ,xxxx
581,testing,testing,NN,xxxx
582,"
","
",_SP,"
"
583,Major,major,JJ,Xxxxx
584,drivers,driver,NNS,xxxx
585,included,include,VBD,xxxx
586,neo,neo,NNP,xxx
587,-,-,HYPH,-
588,natal,natal,JJ,xxxx
589,genetic,genetic,JJ,xxxx
590,carrier,carrier,NN,xxxx
591,screening,screening,NN,xxxx
592,",",",",",",","
593,prescription,prescription,NN,xxxx
594,drug,drug,NN,xxxx
595,monitoring,monitoring,NN,xxxx
596,",",",",",",","
597,hepatitis,hepatitis,NNP,xxxx
598,C,C,NNP,X
599,and,and,CC,xxx
600,QuantiFERON,quantiferon,VB,XxxxxXXXX
601,TB,TB,NNP,XX
602,testing,testing,NN,xxxx
603,"
","
",_SP,"
"
604,In,in,IN,Xx
605,the,the,DT,xxx
606,quarter,quarter,NN,xxxx
607,we,-PRON-,PRP,xx
608,also,also,RB,xxxx
609,announced,announce,VBD,xxxx
610,the,the,DT,xxx
611,launch,launch,NN,xxxx
612,of,of,IN,xx
613,the,the,DT,xxx
614,new,new,JJ,xxx
615,test,test,NN,xxxx
616,service,service,NN,xxxx
617,that,that,WDT,xxxx
618,helps,help,VBZ,xxxx
619,physicians,physician,NNS,xxxx
620,evaluate,evaluate,VB,xxxx
621,the,the,DT,xxx
622,patient,patient,NN,xxxx
623,'s,'s,POS,'x
624,response,response,NN,xxxx
625,to,to,IN,xx
626,the,the,DT,xxx
627,drug,drug,NN,xxxx
628,therapy,therapy,NN,xxxx
629,used,use,VBN,xxxx
630,to,to,TO,xx
631,treat,treat,VB,xxxx
632,infection,infection,NN,xxxx
633,with,with,IN,xxxx
634,hepatitis,hepatitis,NN,xxxx
635,B,B,NNP,X
636,virus,virus,NN,xxxx
637,",",",",",",","
638,HBV,HBV,NNP,XXX
639,;,;,:,;
640,this,this,DT,xxxx
641,is,be,VBZ,xx
642,the,the,DT,xxx
643,first,first,JJ,xxxx
644,test,test,NN,xxxx
645,of,of,IN,xx
646,its,-PRON-,PRP$,xxx
647,kind,kind,NN,xxxx
648,available,available,JJ,xxxx
649,in,in,IN,xx
650,the,the,DT,xxx
651,United,United,NNP,Xxxxx
652,States,States,NNP,Xxxxx
653,"
","
",_SP,"
"
654,Physicians,physician,NNS,Xxxxx
655,can,can,MD,xxx
656,use,use,VB,xxx
657,it,-PRON-,PRP,xx
658,to,to,TO,xx
659,tailor,tailor,VB,xxxx
660,more,more,RBR,xxxx
661,effective,effective,JJ,xxxx
662,treatments,treatment,NNS,xxxx
663,for,for,IN,xxx
664,up,up,IN,xx
665,to,to,TO,xx
666,2.2,2.2,CD,d.d
667,million,million,CD,xxxx
668,individuals,individual,NNS,xxxx
669,infected,infect,VBN,xxxx
670,with,with,IN,xxxx
671,HBV,HBV,NNP,XXX
672,"
","
",_SP,"
"
673,We,-PRON-,PRP,Xx
674,'re,be,VBP,'xx
675,also,also,RB,xxxx
676,making,make,VBG,xxxx
677,progress,progress,NN,xxxx
678,executing,execute,VBG,xxxx
679,our,-PRON-,PRP$,xxx
680,strategy,strategy,NN,xxxx
681,through,through,IN,xxxx
682,provider,provider,NN,xxxx
683,-,-,HYPH,-
684,of,of,IN,xx
685,-,-,HYPH,-
686,choice,choice,NN,xxxx
687,for,for,IN,xxx
688,consumers,consumer,NNS,xxxx
689,"
","
",_SP,"
"
690,In,in,IN,Xx
691,late,late,JJ,xxxx
692,January,January,NNP,Xxxxx
693,",",",",",",","
694,we,-PRON-,PRP,xx
695,began,begin,VBD,xxxx
696,providing,provide,VBG,xxxx
697,genotyping,genotype,VBG,xxxx
698,for,for,IN,xxx
699,ancestor,ancestor,NN,xxxx
700,DNA,dna,NN,XXX
701,",",",",",",","
702,a,a,DT,x
703,service,service,NN,xxxx
704,that,that,WDT,xxxx
705,today,today,NN,xxxx
706,identifies,identify,VBZ,xxxx
707,and,and,CC,xxx
708,quantifies,quantifies,NNPS,xxxx
709,individual,individual,NNP,xxxx
710,'s,'s,POS,'x
711,ethnic,ethnic,JJ,xxxx
712,origin,origin,NN,xxxx
713,based,base,VBN,xxxx
714,on,on,IN,xx
715,results,result,NNS,xxxx
716,of,of,IN,xx
717,DNA,dna,NN,XXX
718,testing,testing,NN,xxxx
719,"
","
",_SP,"
"
720,We,-PRON-,PRP,Xx
721,are,be,VBP,xxx
722,pleased,pleased,JJ,xxxx
723,with,with,IN,xxxx
724,the,the,DT,xxx
725,initial,initial,JJ,xxxx
726,execution,execution,NN,xxxx
727,of,of,IN,xx
728,this,this,DT,xxxx
729,program,program,NN,xxxx
730,and,and,CC,xxx
731,look,look,VB,xxxx
732,forward,forward,RB,xxxx
733,to,to,IN,xx
734,building,build,VBG,xxxx
735,on,on,IN,xx
736,a,a,DT,x
737,relationship,relationship,NN,xxxx
738,with,with,IN,xxxx
739,ancestors,ancestor,NNS,xxxx
740,"
","
",_SP,"
"
741,We,-PRON-,PRP,Xx
742,continue,continue,VBP,xxxx
743,to,to,TO,xx
744,expand,expand,VB,xxxx
745,our,-PRON-,PRP$,xxx
746,relationship,relationship,NN,xxxx
747,with,with,IN,xxxx
748,SafeLink,SafeLink,NNP,XxxxXxxx
749,that,that,WDT,xxxx
750,are,be,VBP,xxx
751,now,now,RB,xxx
752,operating,operate,VBG,xxxx
753,at,at,IN,xx
754,65,65,CD,dd
755,stores,store,NNS,xxxx
756,"
","
",_SP,"
"
757,Consumer,consumer,NN,Xxxxx
758,and,and,CC,xxx
759,employee,employee,NN,xxxx
760,satisfaction,satisfaction,NN,xxxx
761,remain,remain,VBP,xxxx
762,high,high,JJ,xxxx
763,and,and,CC,xxx
764,we,-PRON-,PRP,xx
765,are,be,VBP,xxx
766,on,on,IN,xx
767,-,-,HYPH,-
768,track,track,NN,xxxx
769,to,to,TO,xx
770,open,open,VB,xxxx
771,a,a,DT,x
772,total,total,NN,xxxx
773,of,of,IN,xx
774,200-patient,200-patient,CD,ddd-xxxx
775,service,service,NN,xxxx
776,centers,center,NNS,xxxx
777,and,and,CC,xxx
778,Safeway,Safeway,NNP,Xxxxx
779,stores,store,NNS,xxxx
780,by,by,IN,xx
781,the,the,DT,xxx
782,end,end,NN,xxx
783,of,of,IN,xx
784,2017,2017,CD,dddd
785,.,.,.,.
786,We,-PRON-,PRP,Xx
787,continue,continue,VBP,xxxx
788,to,to,TO,xx
789,drive,drive,VB,xxxx
790,operational,operational,JJ,xxxx
791,excellence,excellence,NN,xxxx
792,and,and,CC,xxx
793,remain,remain,VB,xxxx
794,on,on,IN,xx
795,-,-,HYPH,-
796,track,track,NN,xxxx
797,to,to,TO,xx
798,deliver,deliver,VB,xxxx
799,$,$,$,$
800,1.3,1.3,CD,d.d
801,billion,billion,CD,xxxx
802,of,of,IN,xx
803,run,run,NN,xxx
804,rate,rate,NN,xxxx
805,savings,saving,NNS,xxxx
806,as,as,IN,xx
807,we,-PRON-,PRP,xx
808,exit,exit,VBP,xxxx
809,2017,2017,CD,dddd
810,.,.,.,.
811,Our,-PRON-,PRP$,Xxx
812,revenue,revenue,NN,xxxx
813,services,service,NNS,xxxx
814,partnership,partnership,VBP,xxxx
815,with,with,IN,xxxx
816,Optum,Optum,NNP,Xxxxx
817,is,be,VBZ,xx
818,on,on,IN,xx
819,-,-,HYPH,-
820,track,track,NN,xxxx
821,in,in,IN,xx
822,helping,help,VBG,xxxx
823,us,-PRON-,PRP,xx
824,to,to,TO,xx
825,drive,drive,VB,xxxx
826,down,down,RP,xxxx
827,bad,bad,JJ,xxx
828,debt,debt,NN,xxxx
829,and,and,CC,xxx
830,denials,denial,NNS,xxxx
831,"
","
",_SP,"
"
832,As,as,IN,Xx
833,we,-PRON-,PRP,xx
834,have,have,VBP,xxxx
835,often,often,RB,xxxx
836,said,say,VBN,xxxx
837,",",",",",",","
838,quality,quality,NN,xxxx
839,and,and,CC,xxx
840,efficiency,efficiency,NN,xxxx
841,go,go,VBP,xx
842,hand,hand,NN,xxxx
843,-,-,HYPH,-
844,in,in,IN,xx
845,-,-,HYPH,-
846,hand,hand,NN,xxxx
847,"
","
",_SP,"
"
848,We,-PRON-,PRP,Xx
849,continue,continue,VBP,xxxx
850,at,at,IN,xx
851,near,near,IN,xxxx
852,Six,six,CD,Xxx
853,Sigma,Sigma,NNP,Xxxxx
854,levels,level,NNS,xxxx
855,of,of,IN,xx
856,many,many,JJ,xxxx
857,areas,area,NNS,xxxx
858,and,and,CC,xxx
859,in,in,IN,xx
860,the,the,DT,xxx
861,quarter,quarter,NN,xxxx
862,of,of,IN,xx
863,mid,mid,JJ,xxx
864,year,year,NN,xxxx
865,-,-,HYPH,-
866,over,over,IN,xxxx
867,-,-,HYPH,-
868,year,year,NN,xxxx
869,gains,gain,NNS,xxxx
870,and,and,CC,xxx
871,many,many,JJ,xxxx
872,quality,quality,NN,xxxx
873,measures,measure,NNS,xxxx
874,including,include,VBG,xxxx
875,reduced,reduce,VBN,xxxx
876,patient,patient,JJ,xxxx
877,service,service,NN,xxxx
878,center,center,NN,xxxx
879,wait,wait,VBP,xxxx
880,times,time,NNS,xxxx
881,and,and,CC,xxx
882,approved,approve,VBD,xxxx
883,test,test,NN,xxxx
884,turnaround,turnaround,NN,xxxx
885,times,time,NNS,xxxx
886,"
","
",_SP,"
"
887,We,-PRON-,PRP,Xx
888,expect,expect,VBP,xxxx
889,our,-PRON-,PRP$,xxx
890,commitments,commitment,NNS,xxxx
891,to,to,TO,xx
892,enable,enable,VB,xxxx
893,our,-PRON-,PRP$,xxx
894,processes,process,NNS,xxxx
895,will,will,MD,xxxx
896,deliver,deliver,VB,xxxx
897,results,result,NNS,xxxx
898,"
","
",_SP,"
"
899,We,-PRON-,PRP,Xx
900,expect,expect,VBP,xxxx
901,to,to,TO,xx
902,cut,cut,VB,xxx
903,paper,paper,NN,xxxx
904,acquisitions,acquisition,NNS,xxxx
905,by,by,IN,xx
906,50,50,CD,dd
907,%,%,NN,%
908,by,by,IN,xx
909,the,the,DT,xxx
910,end,end,NN,xxx
911,of,of,IN,xx
912,2017,2017,CD,dddd
913,.,.,.,.
914,It,-PRON-,PRP,Xx
