,Word,Lemma,POSTag,Shape
122,IR,IR,NNP,XX
123,team,team,NN,xxxx
124,"
","
",_SP,"
"
125,During,during,IN,Xxxxx
126,this,this,DT,xxxx
127,conference,conference,NN,xxxx
128,call,call,NN,xxxx
129,",",",",",",","
130,we,-PRON-,PRP,xx
131,anticipate,anticipate,VBP,xxxx
132,making,make,VBG,xxxx
133,projections,projection,NNS,xxxx
134,and,and,CC,xxx
135,forward,forward,RB,xxxx
136,-,-,HYPH,-
137,looking,look,VBG,xxxx
138,statements,statement,NNS,xxxx
139,based,base,VBN,xxxx
140,on,on,IN,xx
141,our,-PRON-,PRP$,xxx
142,current,current,JJ,xxxx
143,expectations,expectation,NNS,xxxx
144,"
","
",_SP,"
"
145,Our,-PRON-,PRP$,Xxx
146,actual,actual,JJ,xxxx
147,results,result,NNS,xxxx
148,could,could,MD,xxxx
149,differ,differ,VB,xxxx
150,materially,materially,RB,xxxx
151,due,due,JJ,xxx
152,to,to,IN,xx
153,a,a,DT,x
154,number,number,NN,xxxx
155,of,of,IN,xx
156,factors,factor,NNS,xxxx
157,",",",",",",","
158,including,include,VBG,xxxx
159,those,those,DT,xxxx
160,listed,list,VBN,xxxx
161,on,on,IN,xx
162,Slide,Slide,NNP,Xxxxx
163,three,three,CD,xxxx
164,and,and,CC,xxx
165,as,as,IN,xx
166,outlined,outline,VBN,xxxx
167,in,in,IN,xx
168,our,-PRON-,PRP$,xxx
169,latest,late,JJS,xxxx
170,Forms,form,NNS,Xxxxx
171,10-K,10-k,CD,dd-X
172,and,and,CC,xxx
173,10-Q,10-Q,NNS,dd-X
174,filed,file,VBD,xxxx
175,with,with,IN,xxxx
176,the,the,DT,xxx
177,SEC,SEC,NNP,XXX
178,"
","
",_SP,"
"
179,The,the,DT,Xxx
180,information,information,NN,xxxx
181,we,-PRON-,PRP,xx
182,provide,provide,VBP,xxxx
183,about,about,IN,xxxx
184,our,-PRON-,PRP$,xxx
185,products,product,NNS,xxxx
186,and,and,CC,xxx
187,pipelines,pipeline,NNS,xxxx
188,is,be,VBZ,xx
189,for,for,IN,xxx
190,the,the,DT,xxx
191,benefit,benefit,NN,xxxx
192,of,of,IN,xx
193,the,the,DT,xxx
194,investment,investment,NN,xxxx
195,community,community,NN,xxxx
196,;,;,:,;
197,it,-PRON-,PRP,xx
198,is,be,VBZ,xx
199,not,not,RB,xxx
200,intended,intend,VBN,xxxx
201,to,to,TO,xx
202,be,be,VB,xx
203,promotional,promotional,JJ,xxxx
204,and,and,CC,xxx
205,it,-PRON-,PRP,xx
206,is,be,VBZ,xx
207,not,not,RB,xxx
208,sufficient,sufficient,JJ,xxxx
209,for,for,IN,xxx
210,prescribing,prescribe,VBG,xxxx
211,decisions,decision,NNS,xxxx
212,"
","
",_SP,"
"
213,Before,before,IN,Xxxxx
214,discussing,discuss,VBG,xxxx
215,key,key,JJ,xxx
216,events,event,NNS,xxxx
217,for,for,IN,xxx
218,the,the,DT,xxx
219,quarter,quarter,NN,xxxx
220,",",",",",",","
221,I,-PRON-,PRP,X
222,'ll,will,MD,'xx
223,start,start,VB,xxxx
224,with,with,IN,xxxx
225,a,a,DT,x
226,summary,summary,NN,xxxx
227,of,of,IN,xx
228,our,-PRON-,PRP$,xxx
229,progress,progress,NN,xxxx
230,on,on,IN,xx
231,our,-PRON-,PRP$,xxx
232,strategic,strategic,JJ,xxxx
233,objectives,objective,NNS,xxxx
234,since,since,IN,xxxx
235,our,-PRON-,PRP$,xxx
236,earnings,earning,NNS,xxxx
237,call,call,NN,xxxx
238,in,in,IN,xx
239,January,January,NNP,Xxxxx
240,"
","
",_SP,"
"
241,Starting,start,VBG,Xxxxx
242,with,with,IN,xxxx
243,grow,grow,JJ,xxxx
244,revenue,revenue,NN,xxxx
245,"
","
",_SP,"
"
246,Q1,Q1,NNP,Xd
247,",",",",",",","
248,we,-PRON-,PRP,xx
249,generated,generate,VBD,xxxx
250,worldwide,worldwide,JJ,xxxx
251,revenue,revenue,NN,xxxx
252,growth,growth,NN,xxxx
253,of,of,IN,xx
254,7,7,CD,d
255,%,%,NN,%
256,",",",",",",","
257,which,which,WDT,xxxx
258,was,be,VBD,xxx
259,driven,drive,VBN,xxxx
260,by,by,IN,xx
261,9,9,CD,d
262,%,%,NN,%
263,volume,volume,NN,xxxx
264,growth,growth,NN,xxxx
265,in,in,IN,xx
266,our,-PRON-,PRP$,xxx
267,pharmaceutical,pharmaceutical,JJ,xxxx
268,business,business,NN,xxxx
269,",",",",",",","
270,led,lead,VBN,xxx
271,by,by,IN,xx
272,our,-PRON-,PRP$,xxx
273,new,new,JJ,xxx
274,products,product,NNS,xxxx
275,"
","
",_SP,"
"
276,On,on,IN,Xx
277,our,-PRON-,PRP$,xxx
278,strategic,strategic,JJ,xxxx
279,objective,objective,NN,xxxx
280,of,of,IN,xx
281,expand,expand,JJ,xxxx
282,margins,margin,NNS,xxxx
283,",",",",",",","
284,our,-PRON-,PRP$,xxx
285,non,non,JJ,xxx
286,-,-,JJ,-
287,GAAP,gaap,JJ,XXXX
288,gross,gross,JJ,xxxx
289,margin,margin,NN,xxxx
290,percent,percent,NN,xxxx
291,",",",",",",","
292,excluding,exclude,VBG,xxxx
293,the,the,DT,xxx
294,effect,effect,NN,xxxx
295,of,of,IN,xx
296,FX,FX,NNP,XX
297,on,on,IN,xx
298,international,international,JJ,xxxx
299,inventory,inventory,NN,xxxx
300,sold,sell,VBN,xxxx
301,",",",",",",","
302,increased,increase,VBN,xxxx
303,by,by,IN,xx
304,nearly,nearly,RB,xxxx
305,220,220,CD,ddd
306,basis,basis,NN,xxxx
307,points,point,NNS,xxxx
308,compared,compare,VBN,xxxx
309,to,to,IN,xx
310,Q1,Q1,NNP,Xd
311,2016,2016,CD,dddd
312,.,.,.,.
313,And,and,CC,Xxx
314,total,total,JJ,xxxx
315,operating,operating,NN,xxxx
316,expenses,expense,NNS,xxxx
317,as,as,IN,xx
318,a,a,DT,x
319,percent,percent,NN,xxxx
320,of,of,IN,xx
321,revenue,revenue,NN,xxxx
322,also,also,RB,xxxx
323,declined,decline,VBD,xxxx
324,by,by,IN,xx
325,nearly,nearly,RB,xxxx
326,220,220,CD,ddd
327,basis,basis,NN,xxxx
328,points,point,NNS,xxxx
329,"
","
",_SP,"
"
330,Under,under,IN,Xxxxx
331,the,the,DT,xxx
332,heading,heading,NN,xxxx
333,of,of,IN,xx
334,sustaining,sustain,VBG,xxxx
335,the,the,DT,xxx
336,flow,flow,NN,xxxx
337,of,of,IN,xx
338,innovation,innovation,NN,xxxx
339,",",",",",",","
340,we,-PRON-,PRP,xx
341,launched,launch,VBD,xxxx
342,baricitinib,baricitinib,NN,xxxx
343,under,under,IN,xxxx
344,the,the,DT,xxx
345,trade,trade,NN,xxxx
346,name,name,NN,xxxx
347,Olumiant,Olumiant,NNP,Xxxxx
348,in,in,IN,xx
349,Europe,Europe,NNP,Xxxxx
350,for,for,IN,xxx
351,rheumatoid,rheumatoid,NNP,xxxx
352,arthritis,arthritis,NN,xxxx
353,"
","
",_SP,"
"
354,While,while,IN,Xxxxx
355,here,here,RB,xxxx
356,in,in,IN,xx
357,the,the,DT,xxx
358,U.S,U.S,NNP,X.X
359,"
","
",_SP,"
"
360,",",",",",",","
361,we,-PRON-,PRP,xx
362,were,be,VBD,xxxx
363,disappointed,disappointed,JJ,xxxx
364,to,to,TO,xx
365,receive,receive,VB,xxxx
366,the,the,DT,xxx
367,complete,complete,JJ,xxxx
368,response,response,NN,xxxx
369,letter,letter,NN,xxxx
370,from,from,IN,xxxx
371,the,the,DT,xxx
372,FDA,FDA,NNP,XXX
373,for,for,IN,xxx
374,baricitinib,baricitinib,NN,xxxx
375,in,in,IN,xx
376,RA,RA,NNP,XX
377,"
","
",_SP,"
"
378,We,-PRON-,PRP,Xx
379,remain,remain,VBP,xxxx
380,confident,confident,JJ,xxxx
381,the,the,DT,xxx
382,benefit,benefit,NN,xxxx
383,-,-,HYPH,-
384,risk,risk,NN,xxxx
385,of,of,IN,xx
386,baricitinib,baricitinib,NN,xxxx
387,as,as,IN,xx
388,a,a,DT,x
389,new,new,JJ,xxx
390,treatment,treatment,NN,xxxx
391,option,option,NN,xxxx
392,for,for,IN,xxx
393,adults,adult,NNS,xxxx
394,with,with,IN,xxxx
395,moderate,moderate,JJ,xxxx
396,-,-,HYPH,-
397,to,to,IN,xx
398,-,-,HYPH,-
399,severe,severe,JJ,xxxx
400,rheumatoid,rheumatoid,JJ,xxxx
401,arthritis,arthritis,NN,xxxx
402,",",",",",",","
403,and,and,CC,xxx
404,we,-PRON-,PRP,xx
405,will,will,MD,xxxx
406,work,work,VB,xxxx
407,with,with,IN,xxxx
408,the,the,DT,xxx
409,FDA,FDA,NNP,XXX
410,to,to,TO,xx
411,determine,determine,VB,xxxx
412,a,a,DT,x
413,path,path,NN,xxxx
414,forward,forward,RB,xxxx
415,to,to,TO,xx
416,ultimately,ultimately,RB,xxxx
417,bring,bring,VB,xxxx
418,baricitinib,baricitinib,NN,xxxx
419,to,to,IN,xx
420,patients,patient,NNS,xxxx
421,in,in,IN,xx
422,the,the,DT,xxx
423,U.S,U.S,NNP,X.X
424,"
","
",_SP,"
"
425,And,and,CC,Xxx
426,as,as,IN,xx
427,I,-PRON-,PRP,X
428,'ll,will,MD,'xx
429,discuss,discuss,VB,xxxx
430,in,in,RP,xx
431,more,more,JJR,xxxx
432,detail,detail,NN,xxxx
433,later,later,RB,xxxx
434,",",",",",",","
435,we,-PRON-,PRP,xx
436,had,have,VBD,xxx
437,a,a,DT,x
438,positive,positive,JJ,xxxx
439,Phase,phase,NN,Xxxxx
440,3,3,CD,d
441,read,read,VB,xxxx
442,-,-,HYPH,-
443,out,out,NN,xxx
444,for,for,IN,xxx
445,abemaciclib,abemaciclib,NN,xxxx
446,",",",",",",","
447,for,for,IN,xxx
448,Taltz,Taltz,NNP,Xxxxx
449,and,and,CC,xxx
450,for,for,IN,xxx
451,Cyramza,Cyramza,NNP,Xxxxx
452,"
","
",_SP,"
"
453,Finally,finally,RB,Xxxxx
454,",",",",",",","
455,on,on,IN,xx
456,deploying,deploy,VBG,xxxx
457,capital,capital,NN,xxxx
458,to,to,TO,xx
459,create,create,VB,xxxx
460,value,value,NN,xxxx
461,",",",",",",","
462,we,-PRON-,PRP,xx
463,completed,complete,VBD,xxxx
464,the,the,DT,xxx
465,acquisition,acquisition,NN,xxxx
466,of,of,IN,xx
467,CoLucid,CoLucid,NNP,XxXxxxx
468,Pharmaceuticals,Pharmaceuticals,NNPS,Xxxxx
469,",",",",",",","
470,which,which,WDT,xxxx
471,adds,add,VBZ,xxxx
472,lasmiditan,lasmiditan,NNP,xxxx
473,for,for,IN,xxx
474,acute,acute,JJ,xxxx
475,migraine,migraine,NN,xxxx
476,to,to,IN,xx
477,our,-PRON-,PRP$,xxx
478,late,late,JJ,xxxx
479,-,-,HYPH,-
480,stage,stage,NN,xxxx
481,pipeline,pipeline,NN,xxxx
482,"
","
",_SP,"
"
483,And,and,CC,Xxx
484,we,-PRON-,PRP,xx
485,returned,return,VBD,xxxx
486,over,over,IN,xxxx
487,$,$,$,$
488,500,500,CD,ddd
489,million,million,CD,xxxx
490,to,to,IN,xx
491,shareholders,shareholder,NNS,xxxx
492,via,via,IN,xxx
493,our,-PRON-,PRP$,xxx
494,dividend,dividend,NN,xxxx
495,"
","
",_SP,"
"
496,Our,-PRON-,PRP$,Xxx
497,continued,continued,JJ,xxxx
498,progress,progress,NN,xxxx
499,in,in,IN,xx
500,2017,2017,CD,dddd
501,keeps,keep,VBZ,xxxx
502,us,-PRON-,PRP,xx
503,on,on,IN,xx
504,track,track,NN,xxxx
505,to,to,TO,xx
506,achieve,achieve,VB,xxxx
507,our,-PRON-,PRP$,xxx
508,mid,mid,JJ,xxx
509,-,-,JJ,-
510,term,term,JJ,xxxx
511,goals,goal,NNS,xxxx
512,for,for,IN,xxx
513,each,each,DT,xxxx
514,of,of,IN,xx
515,our,-PRON-,PRP$,xxx
516,strategic,strategic,JJ,xxxx
517,objectives,objective,NNS,xxxx
518,"
","
",_SP,"
"
519,Now,now,RB,Xxx
520,let,let,VB,xxx
521,'s,-PRON-,PRP,'x
522,go,go,VB,xx
523,to,to,TO,xx
524,slide,slide,VB,xxxx
525,five,five,CD,xxxx
526,for,for,IN,xxx
527,a,a,DT,x
528,more,more,RBR,xxxx
529,detailed,detailed,JJ,xxxx
530,review,review,NN,xxxx
531,of,of,IN,xx
532,the,the,DT,xxx
533,key,key,JJ,xxx
534,events,event,NNS,xxxx
535,that,that,WDT,xxxx
536,occurred,occur,VBD,xxxx
537,since,since,IN,xxxx
538,our,-PRON-,PRP$,xxx
539,last,last,JJ,xxxx
540,earnings,earning,NNS,xxxx
541,call,call,NN,xxxx
542,"
","
",_SP,"
"
543,On,on,IN,Xx
544,the,the,DT,xxx
545,commercial,commercial,JJ,xxxx
546,front,front,NN,xxxx
547,",",",",",",","
548,here,here,RB,xxxx
549,in,in,IN,xx
550,the,the,DT,xxx
551,U.S,U.S,NNP,X.X
552,"
","
",_SP,"
"
553,in,in,IN,xx
554,collaboration,collaboration,NN,xxxx
555,with,with,IN,xxxx
556,Boehringer,Boehringer,NNP,Xxxxx
557,Ingelheim,Ingelheim,NNP,Xxxxx
558,we,-PRON-,PRP,xx
559,launched,launch,VBD,xxxx
560,Synjardy,Synjardy,NNP,Xxxxx
561,XR,XR,NNP,XX
562,",",",",",",","
563,a,a,DT,x
564,once,once,RB,xxxx
565,-,-,HYPH,-
566,daily,daily,JJ,xxxx
567,combination,combination,NN,xxxx
568,tablet,tablet,NN,xxxx
569,containing,contain,VBG,xxxx
570,empagliflozin,empagliflozin,NNP,xxxx
571,and,and,CC,xxx
572,extended,extended,JJ,xxxx
573,-,-,HYPH,-
574,release,release,NN,xxxx
575,metformin,metformin,NN,xxxx
576,for,for,IN,xxx
577,the,the,DT,xxx
578,treatment,treatment,NN,xxxx
579,of,of,IN,xx
580,adults,adult,NNS,xxxx
581,with,with,IN,xxxx
582,type,type,NN,xxxx
583,2,2,CD,d
584,diabetes,diabetes,NN,xxxx
585,"
","
",_SP,"
"
586,As,as,IN,Xx
587,I,-PRON-,PRP,X
588,mentioned,mention,VBD,xxxx
589,earlier,earlier,RBR,xxxx
590,",",",",",",","
591,we,-PRON-,PRP,xx
592,launched,launch,VBD,xxxx
593,Olumiant,Olumiant,NNP,Xxxxx
594,in,in,IN,xx
595,Europe,Europe,NNP,Xxxxx
596,for,for,IN,xxx
597,the,the,DT,xxx
598,treatment,treatment,NN,xxxx
599,of,of,IN,xx
600,moderate,moderate,NN,xxxx
601,-,-,HYPH,-
602,to,to,IN,xx
603,-,-,HYPH,-
604,severe,severe,JJ,xxxx
605,rheumatoid,rheumatoid,JJ,xxxx
606,arthritis,arthritis,NN,xxxx
607,",",",",",",","
608,following,follow,VBG,xxxx
609,European,European,NNP,Xxxxx
610,Commission,Commission,NNP,Xxxxx
611,approval,approval,NN,xxxx
612,earlier,earlier,RBR,xxxx
613,this,this,DT,xxxx
614,year,year,NN,xxxx
615,"
","
",_SP,"
"
616,On,on,IN,Xx
617,the,the,DT,xxx
618,regulatory,regulatory,JJ,xxxx
619,front,front,NN,xxxx
620,",",",",",",","
621,U.S,U.S,NNP,X.X
622,"
","
",_SP,"
"
623,FDA,FDA,NNP,XXX
624,issued,issue,VBD,xxxx
625,a,a,DT,x
626,complete,complete,JJ,xxxx
627,response,response,NN,xxxx
628,letter,letter,NN,xxxx
629,for,for,IN,xxx
630,baricitinib,baricitinib,NN,xxxx
631,for,for,IN,xxx
632,rheumatoid,rheumatoid,NNP,xxxx
633,arthritis,arthritis,NNP,xxxx
634,"
","
",_SP,"
"
635,The,the,DT,Xxx
636,letter,letter,NN,xxxx
637,indicated,indicate,VBD,xxxx
638,that,that,IN,xxxx
639,the,the,DT,xxx
640,FDA,FDA,NNP,XXX
641,was,be,VBD,xxx
642,unable,unable,JJ,xxxx
643,to,to,TO,xx
644,approve,approve,VB,xxxx
645,the,the,DT,xxx
646,application,application,NN,xxxx
647,in,in,IN,xx
648,its,-PRON-,PRP$,xxx
649,current,current,JJ,xxxx
650,form,form,NN,xxxx
651,"
","
",_SP,"
"
652,Specifically,specifically,RB,Xxxxx
653,",",",",",",","
654,the,the,DT,xxx
655,FDA,FDA,NNP,XXX
656,indicated,indicate,VBD,xxxx
657,that,that,IN,xxxx
658,additional,additional,JJ,xxxx
659,clinical,clinical,JJ,xxxx
660,data,datum,NNS,xxxx
661,are,be,VBP,xxx
662,needed,need,VBN,xxxx
663,to,to,TO,xx
664,determine,determine,VB,xxxx
665,the,the,DT,xxx
666,most,most,RBS,xxxx
667,appropriate,appropriate,JJ,xxxx
668,doses,dose,NNS,xxxx
669,and,and,CC,xxx
670,to,to,TO,xx
671,further,further,RB,xxxx
672,characterize,characterize,VB,xxxx
673,safety,safety,NN,xxxx
674,concerns,concern,NNS,xxxx
675,"
","
",_SP,"
"
676,Lilly,Lilly,NNP,Xxxxx
677,and,and,CC,xxx
678,Incyte,Incyte,NNP,Xxxxx
679,disagree,disagree,VBP,xxxx
680,with,with,IN,xxxx
681,the,the,DT,xxx
682,Agency,agency,NN,Xxxxx
683,'s,'s,POS,'x
684,conclusion,conclusion,NN,xxxx
685,",",",",",",","
686,and,and,CC,xxx
687,we,-PRON-,PRP,xx
688,look,look,VBP,xxxx
689,forward,forward,RB,xxxx
690,to,to,IN,xx
691,meeting,meet,VBG,xxxx
692,with,with,IN,xxxx
693,the,the,DT,xxx
694,FDA,FDA,NNP,XXX
695,in,in,IN,xx
696,the,the,DT,xxx
697,coming,come,VBG,xxxx
698,months,month,NNS,xxxx
699,to,to,TO,xx
700,determine,determine,VB,xxxx
701,appropriate,appropriate,JJ,xxxx
702,next,next,JJ,xxxx
703,steps,step,NNS,xxxx
704,"
","
",_SP,"
"
705,We,-PRON-,PRP,Xx
706,'ll,will,MD,'xx
707,provide,provide,VB,xxxx
708,you,-PRON-,PRP,xxx
709,status,status,NN,xxxx
710,updates,update,NNS,xxxx
711,after,after,IN,xxxx
712,we,-PRON-,PRP,xx
713,meet,meet,VBP,xxxx
714,with,with,IN,xxxx
715,the,the,DT,xxx
716,FDA,FDA,NNP,XXX
717,"
","
",_SP,"
"
718,",",",",",",","
719,the,the,DT,xxx
720,FDA,FDA,NNP,XXX
721,approved,approve,VBD,xxxx
722,an,an,DT,xx
723,update,update,NN,xxxx
724,to,to,IN,xx
725,the,the,DT,xxx
726,Trulicity,Trulicity,NNP,Xxxxx
727,label,label,NN,xxxx
728,to,to,TO,xx
729,include,include,VB,xxxx
730,use,use,NN,xxx
731,in,in,IN,xx
732,combination,combination,NN,xxxx
733,with,with,IN,xxxx
734,basal,basal,NNP,xxxx
735,insulin,insulin,NNP,xxxx
736,for,for,IN,xxx
737,adults,adult,NNS,xxxx
738,with,with,IN,xxxx
739,type,type,NN,xxxx
740,2,2,CD,d
741,diabetes,diabetes,NN,xxxx
742,"
","
",_SP,"
"
743,And,and,CC,Xxx
744,in,in,IN,xx
745,Europe,Europe,NNP,Xxxxx
746,",",",",",",","
747,along,along,IN,xxxx
748,with,with,IN,xxxx
749,Boehringer,Boehringer,NNP,Xxxxx
750,Ingelheim,Ingelheim,NNP,Xxxxx
751,",",",",",",","
752,we,-PRON-,PRP,xx
753,received,receive,VBD,xxxx
754,European,European,NNP,Xxxxx
755,Commission,Commission,NNP,Xxxxx
756,approval,approval,NN,xxxx
757,of,of,IN,xx
758,an,an,DT,xx
759,update,update,NN,xxxx
760,to,to,IN,xx
761,the,the,DT,xxx
762,Synjardy,synjardy,JJ,Xxxxx
763,label,label,NN,xxxx
764,to,to,TO,xx
765,include,include,VB,xxxx
766,a,a,DT,x
767,change,change,NN,xxxx
768,to,to,IN,xx
769,the,the,DT,xxx
770,indication,indication,NN,xxxx
771,statement,statement,NN,xxxx
772,as,as,RB,xx
773,well,well,RB,xxxx
774,as,as,IN,xx
775,data,datum,NNS,xxxx
776,from,from,IN,xxxx
777,the,the,DT,xxx
778,EMPA,EMPA,NNP,XXXX
779,-,-,HYPH,-
780,REG,reg,NN,XXX
781,OUTCOME,outcome,NN,XXXX
782,trial,trial,NN,xxxx
783,on,on,IN,xx
784,the,the,DT,xxx
785,reduction,reduction,NN,xxxx
786,of,of,IN,xx
787,cardiovascular,cardiovascular,JJ,xxxx
788,death,death,NN,xxxx
789,"
","
",_SP,"
"
790,On,on,IN,Xx
791,the,the,DT,xxx
792,clinical,clinical,JJ,xxxx
793,front,front,NN,xxxx
794,",",",",",",","
795,we,-PRON-,PRP,xx
796,announced,announce,VBD,xxxx
797,that,that,IN,xxxx
798,MONARCH,MONARCH,NNP,XXXX
799,2,2,CD,d
800,is,be,VBZ,xx
801,a,a,DT,x
802,Phase,phase,NN,Xxxxx
803,3,3,CD,d
804,trial,trial,NN,xxxx
805,of,of,IN,xx
806,abemaciclib,abemaciclib,NN,xxxx
807,in,in,IN,xx
808,combination,combination,NN,xxxx
809,with,with,IN,xxxx
810,fulvestrant,fulvestrant,JJ,xxxx
811,in,in,IN,xx
812,women,woman,NNS,xxxx
813,with,with,IN,xxxx
814,HR+,HR+,NNP,XX+
815,and,and,CC,xxx
816,HER2-,HER2-,NNP,XXXd-
817,breast,breast,NN,xxxx
818,cancer,cancer,NN,xxxx
819,met,meet,VBD,xxx
820,its,-PRON-,PRP$,xxx
821,primary,primary,JJ,xxxx
822,endpoint,endpoint,NN,xxxx
823,of,of,IN,xx
824,improved,improved,JJ,xxxx
825,progression,progression,NN,xxxx
826,-,-,HYPH,-
827,free,free,JJ,xxxx
828,survival,survival,NN,xxxx
829,"
","
",_SP,"
"
830,We,-PRON-,PRP,Xx
831,look,look,VBP,xxxx
832,forward,forward,RB,xxxx
833,to,to,IN,xx
834,presenting,present,VBG,xxxx
835,data,datum,NNS,xxxx
836,from,from,IN,xxxx
837,this,this,DT,xxxx
838,study,study,NN,xxxx
839,at,at,IN,xx
840,ASCO,ASCO,NNP,XXXX
841,in,in,IN,xx
842,early,early,JJ,xxxx
843,June,June,NNP,Xxxx
844,"
","
",_SP,"
"
845,And,and,CC,Xxx
846,we,-PRON-,PRP,xx
847,'ll,will,MD,'xx
848,hold,hold,VB,xxxx
849,a,a,DT,x
850,call,call,NN,xxxx
851,the,the,DT,xxx
852,evening,evening,NN,xxxx
853,of,of,IN,xx
854,Saturday,Saturday,NNP,Xxxxx
855,",",",",",",","
856,June,June,NNP,Xxxx
857,3,3,CD,d
858,to,to,TO,xx
859,discuss,discuss,VB,xxxx
860,these,these,DT,xxxx
861,results,result,NNS,xxxx
862,with,with,IN,xxxx
863,the,the,DT,xxx
864,investment,investment,NN,xxxx
865,community,community,NN,xxxx
866,"
","
",_SP,"
"
867,Finally,finally,RB,Xxxxx
868,",",",",",",","
869,we,-PRON-,PRP,xx
870,'ve,have,VB,'xx
871,decided,decide,VBN,xxxx
872,to,to,TO,xx
873,move,move,VB,xxxx
874,the,the,DT,xxx
875,FDA,FDA,NNP,XXX
876,submission,submission,NN,xxxx
877,of,of,IN,xx
878,MONARCH,MONARCH,NNP,XXXX
879,2,2,CD,d
880,from,from,IN,xxxx
881,the,the,DT,xxx
882,previously,previously,RB,xxxx
883,announced,announce,VBN,xxxx
884,timing,timing,NN,xxxx
885,of,of,IN,xx
886,Q3,Q3,NNP,Xd
887,up,up,RP,xx
888,in,in,RB,xx
889,to,to,IN,xx
890,Q2,Q2,NNP,Xd
891,.,.,.,.
892,And,and,CC,Xxx
893,just,just,RB,xxxx
894,yesterday,yesterday,NN,xxxx
895,we,-PRON-,PRP,xx
896,announced,announce,VBD,xxxx
