,Sentences
33,"With these improvements in our operating profit, we increased our earnings per share outlook by $0.55 to a new outlook of $12.85 to $13.15 per share"
34,"Lastly, we are increasing our cash from operations outlook by $200 million to be equal to or greater than $6.2 billion"
35,Chart 10 shows our revised outlook by business area for sales
36,"We're increasing our sales outlook for Space Systems, RMS and Missiles and Fire Control by a collective $550 million due to higher volume expected in all three business areas, while we're lowering our outlook for the Aeronautics business by $350 million based on an updated forecast of subcontractor production cost that will be incurred in 2017."
37,The net result of these changes is the overall increase in sales of $200 million
38,"Turning to chart 11, we show the changes in our segment operating profit outlook for the year"
39,"We're increasing our outlook for profit for Aeronautics, Space Systems and Missiles and Fire Control by a collective $35 million, reflecting both improved performance and higher volumes"
40,"We're lowering our outlook for profit at RMS, primarily to recognize the performance issue we discussed in our earnings release"
41,The net of these changes is an overall increase of $20 million in our segment operating profit outlook
42,"Chart 12 provides a view of how the new revenue recognition methodology, ASC 606, is expected to affect our 2017 results when that standard becomes effective next year"
43,"We expect 2017 sales under the new methodology will be about 2%, or $1 billion lower than the current methodology, while segment operating profit will be comparable under both the old and new methodologies"
44,"As a result, we expect our segment operating margin will increase to around 10.3%"
45,We explained the reasons for the changes we expect for 2017 in the bullets on the chart
46,"Under the current revenue recognition standard, about 70% of our sales are already recorded using the cost-to-cost methodology, and we'll have minimal if any change under the new standard"
47,"About 30% of our sales are recorded as deliveries occur, and this is where almost all of the impact of the change to the new standard will occur"
48,The main drivers behind the lower sales in 2017 under the new standard are programs where the quantities of deliveries in 2018 will be lower than the quantities of deliveries in 2017.
49,"And this occurs primarily with our aircraft programs like the F-16, C-5 and Black Hawk programs"
50,"Profit, on the other hand, is comparable under the two standards"
51,"We record our profit step-ups based on the same risk retirement events regardless of revenue recognition method, meaning the timing of those step-ups does not change between the two standards"
52,"While the timing of the step-ups does not change, the amount of inception to-date cost incurred or cost of goods sold when the step-ups occur does change between those two standards"
53,"The effect on our delivery base sales contracts is always to shift sales to the left, as we always incur significant costs before we begin to deliver our products"
54,"As a result, some step-ups in 2017 will be applied to higher inception to-date cost, which helps to offset other contracts that had sales and profit shift to prior periods"
55,The combination of all these unique impacts combined to create essentially no change to our profit in 2017 under either methodology
56,The important takeaway of the chart is that there is no change to the economics of our programs or cash from operations
57,The only change is to the phasing of sales and earnings recognized under GAAP
58,We provide our preliminary trend information for 2018 under the new revenue recognition methodology on chart 13.
59,We expect our sales in 2018 will increase about 2% over the restated 2017 level
60,Segment operating margin is expected to increase to a range of 10.3% to 10.5% next year
61,"Our cash from operations is expected to be equal to or greater than $5 billion after making required pension contributions of $1.6 billion, meaning our cash from operations before making pension contributions is expected to be $400 million higher than it was in 2017."
62,"We expect to have share repurchases of equal to or greater than $1 billion, and we expect to retire about $750 million of debt that is maturing next year"
63,Our FAS/CAS outlook for next year is essentially comparable to this year at $860 million
64,"And this outlook is based on interest rates remaining at their current level through year end, which would be 25 basis points lower than when we began this year"
65,"It also assumes a 9% return on our plan assets in 2017, holding to the performance we've experienced through the first three quarters, and it maintains our long-term return on assets assumption of a 7.5% return"
66,"Turning to chart 14, we've provided an update to both the original and new three-year goals for cash from operations"
67,Our original goal in October of 2014 was to generate $15 billion or more over the years 2015 to 2017 while we experienced what we called a pension funding holiday over those years
68,"I'm pleased that we now expect to generate $16.5 billion over this time period, while absorbing $100 million of pension contributions for Sikorsky that were not envisioned when we developed this goal"
69,"In October of last year, we said that our new goal was to generate more than $15 billion for the years 2017 to 2019, even though we expect to have significantly higher required pension contributions over this timeframe than we had during the pension funding holiday timeframe"
70,"Based on our expected 2017 cash from operations of $6.2 billion, we now expect to generate more than $16 billion over the 2017 to 2019 timeframe, while contributing a total of $3.3 billion to our pension trust over 2018 and 2019."
71,"Finally, we have our summary on chart 15."
72,We're increasing our full year outlook for all key financial metrics
73,Our record backlog positions us for sustained long-term growth
74,We'll continue to have robust cash flow even with the higher pension contributions in the future
75,We'll maintain our balanced approach to cash deployment
76,"And during our earnings call next quarter, we will provide our full year 2018 outlook under the new revenue recognition standard, which is effective for us on January 1."
77,"With that, we're ready for your questions"
78,John?
79,Question-and-Answer Session
80,"Hi, Rich"
81,"Let me take a shot at both of those, I think"
82,"So I think the first part of your two-parter was â€“ and good on you to get a two-parter in, by the way"
83,"But your first part was cash from operations, $16 billion, is that considered the restart of Greece and Bahrain and maybe Saudi THAAD, if I caught the question right"
84,So I think the short answer is it includes the effect of all those in our cash from operations outlook
85,And I think maybe the heart of your question is whether or not there could be some upside
86,"For instance, if THAAD were to happen sooner than maybe we have it planned or not, or if Greece and Bahrain might happen sooner"
87,"I think the short answer to that is I wouldn't expect to see a lot of upside improvement, because none of those are on a DCS or direct commercial sale basis"
88,So there is no sort of down payment associated with that
89,All those will be FMS payments
90,"And at least for the start of those contracts, I would expect most if not all of those to be under progress payments"
91,"So, if anything, we've probably got a little cash usage in the near-term associated with winning those new orders as opposed to cash benefit"
92,You talked about 2019.
93,"By that time, Rich, the cash should start to turn around, and we would start to expect to see some positive cash come out of those orders, I would expect, during that timeframe"
94,"And next I think was the question on F-35 sales and lowering the outlook for this year, and what does that portend for next year"
95,"I'm going to give you probably a longer than maybe even necessary response, Rich, to the question because I think that's an important question"
96,I'm glad you asked it upfront there
97,"So I think the very short answer is, no"
98,I don't think that portends anything for 2018 sales for F-35.
99,I think we're looking at about 16% sales growth in F-35 sales in 2017 over 2016.
100,"And as I look forward to 2018, there's still another mid-single-digit â€“ or 13% probably to 15% growth range in F-35 sales in 2018."
101,"So still very, very significant growth"
102,"In fact, if you take a look at the F-35 growth in the quarter, it's up 20% over the third quarter of last year"
103,So that program is growing at pretty good leaps and bounds
104,And so I think that sort of begs the question
105,so why the lowering of the outlook for F-35?
106,"And it's a little bit of a complicated answer, so let me try to get into that"
107,"First off, we're not in a steady state on the F-35 program"
108,"As I just said, we are growing at a very, very significant rate"
109,"And I'll just tell you, it's a lot easier to forecast steady build programs where you're incurring the same costs year-to-year,"
110,the same number of deliveries year-to-year
111,"It's much, much harder to forecast when you're either increasing rate or decreasing rate, as we are with the F-35."
112,"And at any given calendar year, we probably have at least three LRIPs with significant costs incurred in each of those LRIPs all at the same time"
113,"And, more importantly, our suppliers amount of probably 65% or 70% of the total cost in each LRIP"
114,And you should think of that as hundreds of thousands of suppliers â€
115,"“ hundreds to thousands, not hundreds of thousands, for each LRIP"
116,"And, frankly, we missed the phasing of this supplier cost this year"
117,I think it's important to note that this does not impact the production of aircraft
118,It's just the timing of when we expected suppliers to incur their cost or bill their cost to us
119,We're actually not missing the phasing on our internal costs
120,We are just missing the phasing of our supplier cost
121,"And this doesn't change our overall expectations of cost by LRIP or the profitability by LRIPs, simply the phasing of cost by year"
122,And in a weird kind of way we actually know the at-completion cost for each LRIP probably better than we know when it's going to be phased by year
123,"So, obviously, Rich, we've got to get this dialed in better with our supply chain costs going forward"
124,We think we're going to do that
125,We think we have the process in place to do that
126,I will tell you there's a twist coming up this year and
127,"probably next year â€“ or 2018 and probably 2019, though, which is the economic order quantity that we expect to start incurring costs on actually this year, and into next year, and 2019, and beyond"
128,"We're forecasting it's also going to present a bit of a challenge, because there we're actually buying for three LRIPs simultaneously versus three LRIPs uniquely, like our historical data represents"
129,"So not trying to over complicate things, hopefully, for you, Rich, but just to give you an appreciation for why we don't think that's a long-term issue with the F-35."
130,It doesn't change the economics of the F-35 program
131,We simply missed the phasing in 2017 of our supplier cost
132,"Hey, Rob"
133,"Let me correct you a little bit, Rich (sic) [Rob]"
134,"You should think of almost all the F-35 as fixed price incentive, firm contracts, not cost plus, but they're all recognized under a POC cost-to-cost if that might have been your question, method of sales recognition, versus a delivery based"
135,"That's exactly right, Rob"
136,"So most of it is coming from 2017, Rob"
137,"I'll say, with the improved performance that we've seen this year, I think, we're up,"
138,"what, $500 million or so"
139,this year over what we initially guided towards
140,"So when we came out with that guidance at the beginning of the year, I think, there was always some confusion, at least as I met with investors and talked to some of the analysts myself, as to was our cash going to sort of fall off the face of the earth when we started making some fairly large pension contributions"
141,"And there, I'm pleased to say that even with those, we still think we can stay at the $5 billion plus level in the years 2018 and 2019."
142,So most of the change occurred in the upper first 2017 performance
143,"but I did want to give the indication that still strong cash performance, especially if you consider sort of pre-pension cash flow, our numbers are increasing every year, 2017, 2018, all the way through2019."
144,Yes
145,"So I know it's a lot of moving parts and probably a lot of confusion, Peter, because we're basing our sales growth next year based on restated 2017 numbers where we've not given and you haven't seen that laid out by business area"
146,"So it's a little bit of explaining something kind of on faith at this point in time, frankly, because you don't have the data in front of you"
147,We'll obviously provide some restated 2017 performance based under the new revenue recognition when we present our data in the January timeframe
148,"But given that, what we're looking at is Arrow's probably going to be up in, I would think, high single-digits sales next year"
149,And obviously most of that is driven by the F-35 program
150,That's helping to offset both lower F-35 development costs
151,"Although the F-35 development program continues, it's dropping probably a $0.25 billion year-over-year"
152,So that's a pretty good headwind for us
153,"And, as you said, obviously, we've got the lower"
154,C-5.
155,What you didn't mention is we've also got next year
156,zero F-16 deliveries
157,"We've just got to start on hopefully the Bahrain aircraft there, but actually lower F-16 volume next year for production aircraft than we have in 2017."
158,"Missiles and Fire Control, I'll say, has slight growth over 2017."
159,"Again, these are all relative to sort of the restated 2017 numbers under the new revenue recognition, but you should think of that as sort of low-single-digit growth"
160,"And I think where that may be a little surprising is given all the discussion we've had about the potential THAAD awards, especially with the Kingdom of Saudi Arabia and others"
161,", really that work is not planned in our outlook to start until the middle of next year"
162,And that's a pretty slow build-up of costs relative to our supply chain on the THAAD program
163,"So even though the numbers are very, very large, they really don't amount to just a huge amount of sales growth in 2018 versus 2017."
164,"RMS next year is about comparable probably as our current outlook for 2017 where we have LCS volume, including, by the way, the LCS ships for the Kingdom of Saudi Arabia, which is the only program of the ones that were announced where we've actually received some funding and we're starting to do some design work and so forth on the LCS variants for use in that ship by the KSA"
165,And that's helping to offset really lower Black Hawk aircraft deliveries and volume therefore for next year as we talked about in our prepared remarks
166,"And, lastly, Space Systems is probably down mid-single-digits"
167,You should think of that as sort of the continuing trend of lower government satellite volume both for SBIRS and Advanced EHF
168,"And, again, this is sort of the good news/bad news story where we have the same quantity of satellites that we're producing, because we're now in the fifth and six variants â€“ or fifth and six quant number of SBIRS and Advanced EHF, we're making each one of them for less than the previous satellite"
169,"So, while the quantities stay the same, the pricing is coming down, and that's a good thing for us, by the way"
170,And then that's â€
171,“ so that's a big piece of it
172,"The other piece of it is literally there's very, very little commercial satellite volume or much, much lower commercial satellite volume in 2018 compared to 2017 as we wrap up two satellites that we'll deliver out in the early stages of 2018."
173,"So that's kind of the around-the-horn pieces, Peter, of what's driving the sales volume that I talked about in total at the corporation level"
174,"Hey, Noah"
175,"Noah, look, I think your math is actually pretty close to what I'm looking at"
176,"I think the one piece you didn't mention in all of that, and I don't know what you have in your model"
177,"and I don't know what the other folks have in their models, but"
178,I'd be surprised if you have a FAS/CAS outlook of $860 million for next year
179,That's actually a little bit lower than this year
180,We incorporated the 25 basis point reduction that we saw through the end of the first three quarters in the numbers
181,I'm personally hopeful that we have an uptick in interest rates between now and the end of the year and maybe that goes away
182,"But as we sit here right now, that's down considerably from at least what we were expecting the FAS/CAS to look like in 2018 compared to the $860 million"
183,So that's a pretty good chunk I think of the difference from sort of the EPS numbers you were mentioning there
184,I think the absolute segment profit and the operating profit numbers you were talking about are probably pretty close to what we're expecting to see
185,"Hi, Rob"
186,Spingarn - Credit Suisse Securities (USA)
187,LLC
188,"So Bruce, for you, going back to the 2%, and I suppose this addresses some of what's already been discussed, but you've got this book-to-bill of 1.2."
189,"At some point there's a nice sales inflection up, so I'd like to talk about when that's coming; what your timeframe is for that?"
190,"And then in the backlog, is that $104 billion a gross number or a net number?"
191,Is there any dead backlog in there that is pressuring sales that needs to come out?
192,"If I understand the last part of your question, the answer is no"
193,"I mean, the $104 billion is backlog just like any other backlog number we would have presented to you at any point in time, Rob,"
194,so no to that question
195,"Your book-to-bill question, the 1.2 and the $104 billion"
196,", the record number we had in the third quarter, and I think your question in a nutshell is"
197,so why doesn't that translate into higher growth in 2018 than just the 2% we're talking about?
198,Robert M
199,Spingarn - Credit Suisse Securities (USA)
200,LLC
201,Yes
202,"So I think, Rob, we do typically sort of three-ish year plans"
203,"And if you take a look here, which you can't, but if you look beyond 2018 into 2019 and 2020, we're probably in the 4.5%, 5% CAGR level for each of those two years over the 2018 numbers"
204,"So I think that's where, you know, some of that at least growth occurs"
205,"But some of the opportunities within the $104 billion and some of the opportunities that aren't in the $104 billion, such as the $15 billion of KSA â€"
206,"“ I'm sorry, Kingdom of Saudi Arabia order for the THAAD program, for instance, that Marillyn referenced in her remarks, even when that gets in backlog, that's a long cycle program, so it will take a while"
207,"Even though we're recording that on a cost-to-cost basis, it's still a long duration, long cycle program"
208,So that was the point we were trying to make the comments about
209,"This does really, really well position us for future growth for a long, sustained period of time"
210,"It just doesn't happen overnight, and especially if you will allow me to call 2018 overnight"
211,"And the other prospect that we've got long-term sustained growth for is the 53K, and it's got one of the slowest starts on a program that large that I have ever seen"
212,"I mean, we're literally talking two aircraft in the LRIP 1 contract"
213,I think it grows to four in the next one
214,"I mean, it's a very, very, very slow growth rate"
215,So that's one we'd love to get some higher growth coming out of there
216,"But that's the reason why I think, Rob, it looks a little like maybe compared to what you were expecting in 2018."
217,I think it starts to pick up probably to where your expectations are much more in 2019 and 2020.
218,"I can give a shot at that, Jason"
219,"Again, this is all a little bit maybe taken on faith, since this is new revenue recognition when year heads and all of their modeling is based on the old revenue recognitions"
220,But this will be how we come out with numbers in January of next year
221,"So, maybe just starting with the same order as I did I think earlier going around the horn"
222,"I think for Aeronautics, you should expect our ROS probably in the upper 10% range, probably pretty comparable to this year"
223,I'm very happy to say that the F-35 program we're expecting to be greater than 10% our overall program margin in 2018.
224,And that's helping to offset really lower
225,"C-5 and primarily F-16 earnings, which led to margin growth due to higher risk retirements in 2017."
226,"But upper 10s is probably a good spot, frankly, for Aeronautics"
227,"And about what we've been saying for a number of years is that when we saw the F-35 program start to get to double-digit, we'd start to see Aeronautics get back to closer to where it was margin wise a few years ago"
228,So we're sort of right at that cusp here
229,"For Missiles and Fire Control, probably about â€"
230,"“ you should think of about a mid-teens sort of ROS, maybe slightly below the 2017 level"
231,"And I think that's an interesting one, because I don't think it's easily understood"
232,"just how many new wins we have, in fact, won out of our Missile and Fire Control business"
233,"I mean, if I just go around the horn, Marillyn mentioned the Long Range Stand Off, sort of, the next-generation nuclear cruise missile"
234,We also won the F-15 IRST
235,We won a large classified contract
236,We won the SOF GLSS we talked about
237,We won the ARTS â€
238,“ I believe it's ARTS 2D (sic)
239,"[ARTS-V2], which is sort of a radar threat emitter contract"
240,"I mean, these are all substantive starts, new starts for us"
241,"I mean, just to give you some idea there"
242,"We're in the process of hiring 1,000 engineers for these new programs that we won in 2017."
243,"So that's great from a long-term prospect for us, but it sort of hurts the margin in the near-term"
244,And that's what keeps us sort of at the level that I just talked about
245,"RMS, if you look at the EBIT or the ROS for next year, probably slightly higher than 2017."
246,"I'd say maybe in the mid-7%, maybe a little higher than that range in 2018."
247,"And then for Space Systems, I think, it's slightly higher than 2017."
248,And that's primarily because we have less commercial satellite volume in 2018 than we did in 2017.
249,And that's essentially at a zero margin business
250,"So, as I said earlier, we've got two satellites that should deliver in the early to mid-part of 2018, so there's just simply less cost volume at that lower margin rate in 2018 than 2017, which helps the 2018 margin"
251,"And, importantly, I think, just to mention ULA, the equity earnings are pretty comparable between 2017 and 2018."
252,"I know I just gave you a lot, Jason"
253,Hopefully that answers your question and makes sense to you
254,"Hi, Doug"
255,"Actually, Seth, I think you pretty much nailed it"
256,I think you've got the right numbers in your head
257,and that's sort of the way I think about it as well
258,I don't think I've got a whole lot to add other than what you said
259,"And, honestly, we weren't trying to indicate that"
260,I think if you look at the chart in the web charts that we provided it said greater than $16.2 billion
261,And we tried to indicate that included $6.2 billion in 2017 and at least $5 billion each in 2018 and 2019.
262,So we weren't trying to guide to a lower than $5 billion number in 2019.
263,"Rajeev, first off, welcome to the call"
264,Nice to have you on board
265,"Look, we've looked at pension a lot of ways"
266,"I mean, we're already funded in advance of what the requirements of our pension plan to the tune of about $7 billion, almost $8 billion or so"
267,We are well ahead of the game in terms of pension funding
268,"I mean, we look at that constantly"
269,And I'll tell you
270,I know
271,I've said this when I've talked to investors in various conferences and so forth
272,"If in fact tax reform is initiated, we will clearly look at potentially accelerating our pension contributions, even if it requires taking out some debt to do so, simply because at the numbers we're talking about, let's just for argument's sake say it is actually a 20% statutory corporate tax rate versus 35%"
273,That equates to real money when you get the benefit of the 35% deduction on your pension contributions versus a 20%
274,"So we would clearly want to accelerate some in that regard if, in fact, tax reform happens"
275,"Short of that, I mean, unless there's maybe some â€"
276,"“ we have a couple of fairly significant collections associated with some international contracts right on the cusp of this year, 2017, that could slip into 2018."
277,"Depending on the timing of when those things happen, whether it's late December or slips into next year, if all of them happen and we get hit on the head with horseshoes in 2017, we might actually make a â€“ try to get a dent in our pension contributions this year, which, of course, would lower our pension contributions next year sort of dollar for dollar"
278,But that's sort of the only thing we're thinking about as we sit here today
279,"But in any event, still, I would expect to achieve the $6.2 billion of cash from operations this year"
280,"If anything, on top of that, we might actually look at that as an opportunity to bring down or draw down the pension contribution, that $1.6 billion in 2018."
281,"So we talked about, Sam, the pension contributions"
282,We've teed up $1.6 million this year
283,"We've said it's $3.3 billion over 2018 and 2019, which would imply a $1.7 billion required contribution in 2019."
284,So that is increasing a little bit there
285,I'll tell you I don't like as a daily course to provide three-year guidance on much of anything
286,"So we want to make sure when we talk those numbers, those are something that we can actually achieve"
287,So I hope there's opportunity to do better than that
288,If you looked at the last three-year goal we did better than what we came out with in the early
289,", what was it, 2014 timeframe"
290,We've just got to make that happen
291,And we'll see what's going on in that regard for the next couple of years
292,"We do have a little bit of higher capital expenditures over the next couple of years, which â€"
293,"“ I don't know if that's something you'd be considering, but probably $100 million to $150 million, maybe $200 million at its peak higher than this year"
294,And you should think of a lot of that as some of the new business wins we've just had at Missiles and Fire Control that I'd talked about requires some capital improvements and some additional facilities and equipment there
295,"And you may have seen that we're also building a fairly large facility out of our Space Systems company in Denver to accommodate greater capacity and greater sized satellites going forward, because we think that's where the market is headed"
296,"So sort of those higher pension a little bit, more than in 2018, and maybe a little bit of CapEx is some of the headwind that we're seeing"
297,"But other than that, I think it should sort of follow suit, as you said"
